L_mm,df_frac,df_kHz,f_actual_kHz,spacing_error_um,contrast_mid_dB,p_sq_mid
15.0000,0.015591,11.5609,753.0609,-15.3518,18.5611,0.45172938
15.0000,0.015671,11.6203,753.1203,-15.4295,18.5611,0.45573572
15.0000,0.015752,11.6797,753.1797,-15.5072,18.5611,0.45975871
15.0000,0.015832,11.7392,753.2392,-15.5849,18.5611,0.46379830
15.0000,0.015912,11.7986,753.2986,-15.6626,18.5611,0.46785444
15.0000,0.015992,11.8581,753.3581,-15.7403,18.5611,0.47192707
15.0000,0.016072,11.9175,753.4175,-15.8179,18.5611,0.47601612
15.0000,0.016152,11.9769,753.4769,-15.8956,18.5611,0.48012154
15.0000,0.016232,12.0364,753.5364,-15.9732,18.5611,0.48424328
15.0000,0.016313,12.0958,753.5958,-16.0508,18.5611,0.48838127
15.0000,0.016393,12.1553,753.6553,-16.1284,18.5611,0.49253545
15.0000,0.016473,12.2147,753.7147,-16.2060,18.5611,0.49670576
15.0000,0.016553,12.2741,753.7741,-16.2836,18.5611,0.50089216
15.0000,0.016633,12.3336,753.8336,-16.3611,18.5611,0.50509456
15.0000,0.016713,12.3930,753.8930,-16.4387,18.5611,0.50931292
15.0000,0.016794,12.4524,753.9524,-16.5162,18.5611,0.51354718
15.0000,0.016874,12.5119,754.0119,-16.5937,18.5611,0.51779727
15.0000,0.016954,12.5713,754.0713,-16.6713,18.5611,0.52206314
15.0000,0.017034,12.6308,754.1308,-16.7488,18.5611,0.52634471
15.0000,0.017114,12.6902,754.1902,-16.8263,18.5611,0.53064194
15.0000,0.017194,12.7496,754.2496,-16.9037,18.5611,0.53495477
15.0000,0.017275,12.8091,754.3091,-16.9812,18.5611,0.53928312
15.0000,0.017355,12.8685,754.3685,-17.0587,18.5611,0.54362693
15.0000,0.017435,12.9280,754.4280,-17.1361,18.5611,0.54798616
15.0000,0.017515,12.9874,754.4874,-17.2135,18.5611,0.55236072
15.0000,0.017595,13.0468,754.5468,-17.2910,18.5611,0.55675057
15.0000,0.017675,13.1063,754.6063,-17.3684,18.5611,0.56115563
15.0000,0.017756,13.1657,754.6657,-17.4458,18.5611,0.56557586
15.0000,0.017836,13.2252,754.7252,-17.5231,18.5611,0.57001117
15.0000,0.017916,13.2846,754.7846,-17.6005,18.5611,0.57446151
15.0000,0.017996,13.3440,754.8440,-17.6779,18.5611,0.57892682
15.0000,0.018076,13.4035,754.9035,-17.7552,18.5611,0.58340703
15.0000,0.018156,13.4629,754.9629,-17.8325,18.5611,0.58790207
15.0000,0.018236,13.5223,755.0223,-17.9099,18.5611,0.59241189
15.0000,0.018317,13.5818,755.0818,-17.9872,18.5611,0.59693642
15.0000,0.018397,13.6412,755.1412,-18.0645,18.5611,0.60147560
15.0000,0.018477,13.7007,755.2007,-18.1417,18.5611,0.60602935
15.0000,0.018557,13.7601,755.2601,-18.2190,18.5611,0.61059762
15.0000,0.018637,13.8195,755.3195,-18.2963,18.5611,0.61518034
15.0000,0.018717,13.8790,755.3790,-18.3735,18.5611,0.61977745
15.0000,0.018798,13.9384,755.4384,-18.4508,18.5611,0.62438887
15.0000,0.018878,13.9979,755.4979,-18.5280,18.5611,0.62901455
15.0000,0.018958,14.0573,755.5573,-18.6052,18.5611,0.63365441
15.0000,0.019038,14.1167,755.6167,-18.6824,18.5611,0.63830839
15.0000,0.019118,14.1762,755.6762,-18.7596,18.5611,0.64297643
15.0000,0.019198,14.2356,755.7356,-18.8368,18.5611,0.64765846
15.0000,0.019279,14.2951,755.7951,-18.9139,18.5611,0.65235441
15.0000,0.019359,14.3545,755.8545,-18.9911,18.5611,0.65706421
15.0000,0.019439,14.4139,755.9139,-19.0682,18.5611,0.66178780
15.0000,0.019519,14.4734,755.9734,-19.1453,18.5611,0.66652510
15.0000,0.019599,14.5328,756.0328,-19.2225,18.5611,0.67127606
15.0000,0.019679,14.5922,756.0922,-19.2996,18.5611,0.67604061
15.0000,0.019760,14.6517,756.1517,-19.3766,18.5611,0.68081867
15.0000,0.019840,14.7111,756.2111,-19.4537,18.5611,0.68561018
15.0000,0.019920,14.7706,756.2706,-19.5308,18.5611,0.69041506
15.0000,0.020000,14.8300,756.3300,-19.6078,18.5611,0.69523326
20.0000,-0.020000,-14.8300,726.6700,20.4082,18.5593,2.11127447
20.0000,-0.019920,-14.7706,726.7294,20.3247,18.5593,2.11883168
20.0000,-0.019840,-14.7111,726.7889,20.2413,18.5593,2.12637633
20.0000,-0.019760,-14.6517,726.8483,20.1578,18.5593,2.13390822
20.0000,-0.019679,-14.5922,726.9078,20.0744,18.5593,2.14142715
20.0000,-0.019599,-14.5328,726.9672,19.9910,18.5593,2.14893295
20.0000,-0.019519,-14.4734,727.0266,19.9076,18.5593,2.15642542
20.0000,-0.019439,-14.4139,727.0861,19.8242,18.5593,2.16390436
20.0000,-0.019359,-14.3545,727.1455,19.7409,18.5593,2.17136959
20.0000,-0.019279,-14.2951,727.2049,19.6575,18.5593,2.17882092
20.0000,-0.019198,-14.2356,727.2644,19.5742,18.5593,2.18625817
20.0000,-0.019118,-14.1762,727.3238,19.4909,18.5593,2.19368113
20.0000,-0.019038,-14.1167,727.3833,19.4076,18.5593,2.20108963
20.0000,-0.018958,-14.0573,727.4427,19.3243,18.5593,2.20848347
20.0000,-0.018878,-13.9979,727.5021,19.2410,18.5593,2.21586248
20.0000,-0.018798,-13.9384,727.5616,19.1577,18.5592,2.22322645
20.0000,-0.018717,-13.8790,727.6210,19.0745,18.5592,2.23057521
20.0000,-0.018637,-13.8195,727.6805,18.9912,18.5592,2.23790856
20.0000,-0.018557,-13.7601,727.7399,18.9080,18.5592,2.24522633
20.0000,-0.018477,-13.7007,727.7993,18.8248,18.5592,2.25252832
20.0000,-0.018397,-13.6412,727.8588,18.7416,18.5592,2.25981435
20.0000,-0.018317,-13.5818,727.9182,18.6584,18.5592,2.26708424
20.0000,-0.018236,-13.5223,727.9777,18.5752,18.5592,2.27433780
20.0000,-0.018156,-13.4629,728.0371,18.4921,18.5592,2.28157485
20.0000,-0.018076,-13.4035,728.0965,18.4089,18.5592,2.28879521
20.0000,-0.017996,-13.3440,728.1560,18.3258,18.5592,2.29599868
20.0000,-0.017916,-13.2846,728.2154,18.2427,18.5592,2.30318509
20.0000,-0.017836,-13.2252,728.2748,18.1596,18.5592,2.31035426
20.0000,-0.017756,-13.1657,728.3343,18.0765,18.5592,2.31750600
20.0000,-0.017675,-13.1063,728.3937,17.9934,18.5592,2.32464014
20.0000,-0.017595,-13.0468,728.4532,17.9103,18.5592,2.33175648
20.0000,-0.017515,-12.9874,728.5126,17.8273,18.5592,2.33885486
20.0000,-0.017435,-12.9280,728.5720,17.7442,18.5592,2.34593508
20.0000,-0.017355,-12.8685,728.6315,17.6612,18.5592,2.35299698
20.0000,-0.017275,-12.8091,728.6909,17.5782,18.5592,2.36004037
20.0000,-0.017194,-12.7496,728.7504,17.4952,18.5592,2.36706508
20.0000,-0.017114,-12.6902,728.8098,17.4122,18.5592,2.37407092
20.0000,-0.017034,-12.6308,728.8692,17.3293,18.5592,2.38105772
20.0000,-0.016954,-12.5713,728.9287,17.2463,18.5592,2.38802529
20.0000,-0.016874,-12.5119,728.9881,17.1634,18.5592,2.39497348
20.0000,-0.016794,-12.4524,729.0476,17.0804,18.5592,2.40190209
20.0000,-0.016713,-12.3930,729.1070,16.9975,18.5592,2.40881095
20.0000,-0.016633,-12.3336,729.1664,16.9146,18.5592,2.41569988
20.0000,-0.016553,-12.2741,729.2259,16.8317,18.5592,2.42256872
20.0000,-0.016473,-12.2147,729.2853,16.7488,18.5592,2.42941729
20.0000,-0.016393,-12.1553,729.3447,16.6660,18.5592,2.43624541
20.0000,-0.016313,-12.0958,729.4042,16.5831,18.5592,2.44305291
20.0000,-0.016232,-12.0364,729.4636,16.5003,18.5592,2.44983961
20.0000,-0.016152,-11.9769,729.5231,16.4175,18.5592,2.45660536
20.0000,-0.016072,-11.9175,729.5825,16.3347,18.5592,2.46334996
20.0000,-0.015992,-11.8581,729.6419,16.2519,18.5592,2.47007326
20.0000,-0.015912,-11.7986,729.7014,16.1691,18.5592,2.47677509
20.0000,-0.015832,-11.7392,729.7608,16.0863,18.5592,2.48345526
20.0000,-0.015752,-11.6797,729.8203,16.0036,18.5592,2.49011362
20.0000,-0.015671,-11.6203,729.8797,15.9208,18.5592,2.49674999
20.0000,-0.015591,-11.5609,729.9391,15.8381,18.5592,2.50336420
20.0000,-0.015511,-11.5014,729.9986,15.7554,18.5592,2.50995610
20.0000,-0.015431,-11.4420,730.0580,15.6727,18.5592,2.51652550
20.0000,-0.015351,-11.3825,730.1175,15.5900,18.5592,2.52307225
20.0000,-0.015271,-11.3231,730.1769,15.5073,18.5592,2.52959618
20.0000,-0.015190,-11.2637,730.2363,15.4247,18.5592,2.53609712
20.0000,-0.015110,-11.2042,730.2958,15.3420,18.5592,2.54257490
20.0000,-0.015030,-11.1448,730.3552,15.2594,18.5592,2.54902937
20.0000,-0.014950,-11.0854,730.4146,15.1768,18.5592,2.55546036
20.0000,-0.014870,-11.0259,730.4741,15.0942,18.5592,2.56186771
20.0000,-0.014790,-10.9665,730.5335,15.0116,18.5592,2.56825124
20.0000,-0.014709,-10.9070,730.5930,14.9290,18.5592,2.57461081
20.0000,-0.014629,-10.8476,730.6524,14.8465,18.5592,2.58094626
20.0000,-0.014549,-10.7882,730.7118,14.7639,18.5592,2.58725741
20.0000,-0.014469,-10.7287,730.7713,14.6814,18.5592,2.59354411
20.0000,-0.014389,-10.6693,730.8307,14.5988,18.5592,2.59980620
20.0000,-0.014309,-10.6098,730.8902,14.5163,18.5592,2.60604352
20.0000,-0.014228,-10.5504,730.9496,14.4338,18.5592,2.61225591
20.0000,-0.014148,-10.4910,731.0090,14.3513,18.5592,2.61844322
20.0000,-0.014068,-10.4315,731.0685,14.2689,18.5592,2.62460529
20.0000,-0.013988,-10.3721,731.1279,14.1864,18.5592,2.63074196
20.0000,-0.013908,-10.3126,731.1874,14.1040,18.5592,2.63685308
20.0000,-0.013828,-10.2532,731.2468,14.0215,18.5592,2.64293848
20.0000,-0.013747,-10.1938,731.3062,13.9391,18.5591,2.64899803
20.0000,-0.013667,-10.1343,731.3657,13.8567,18.5591,2.65503156
20.0000,-0.013587,-10.0749,731.4251,13.7743,18.5591,2.66103892
20.0000,-0.013507,-10.0155,731.4845,13.6920,18.5591,2.66701995
20.0000,-0.013427,-9.9560,731.5440,13.6096,18.5591,2.67297452
20.0000,-0.013347,-9.8966,731.6034,13.5272,18.5591,2.67890246
20.0000,-0.013267,-9.8371,731.6629,13.4449,18.5591,2.68480362
20.0000,-0.013186,-9.7777,731.7223,13.3626,18.5591,2.69067786
20.0000,-0.013106,-9.7183,731.7817,13.2803,18.5591,2.69652502
20.0000,-0.013026,-9.6588,731.8412,13.1980,18.5591,2.70234496
20.0000,-0.012946,-9.5994,731.9006,13.1157,18.5591,2.70813754
20.0000,-0.012866,-9.5399,731.9601,13.0334,18.5591,2.71390259
20.0000,-0.012786,-9.4805,732.0195,12.9512,18.5591,2.71963998
20.0000,-0.012705,-9.4211,732.0789,12.8689,18.5591,2.72534957
20.0000,-0.012625,-9.3616,732.1384,12.7867,18.5591,2.73103120
20.0000,-0.012545,-9.3022,732.1978,12.7045,18.5591,2.73668473
20.0000,-0.012465,-9.2427,732.2573,12.6223,18.5591,2.74231002
20.0000,-0.012385,-9.1833,732.3167,12.5401,18.5591,2.74790693
20.0000,-0.012305,-9.1239,732.3761,12.4579,18.5591,2.75347531
20.0000,-0.012224,-9.0644,732.4356,12.3757,18.5591,2.75901502
20.0000,-0.012144,-9.0050,732.4950,12.2936,18.5591,2.76452593
20.0000,-0.012064,-8.9456,732.5544,12.2114,18.5591,2.77000789
20.0000,-0.011984,-8.8861,732.6139,12.1293,18.5591,2.77546076
20.0000,-0.011904,-8.8267,732.6733,12.0472,18.5591,2.78088441
20.0000,-0.011824,-8.7672,732.7328,11.9651,18.5591,2.78627870
20.0000,-0.011743,-8.7078,732.7922,11.8830,18.5591,2.79164349
20.0000,-0.011663,-8.6484,732.8516,11.8010,18.5591,2.79697864
20.0000,-0.011583,-8.5889,732.9111,11.7189,18.5591,2.80228402
20.0000,-0.011503,-8.5295,732.9705,11.6369,18.5591,2.80755950
20.0000,-0.011423,-8.4700,733.0300,11.5548,18.5591,2.81280493
20.0000,-0.011343,-8.4106,733.0894,11.4728,18.5591,2.81802020
20.0000,-0.011263,-8.3512,733.1488,11.3908,18.5591,2.82320516
20.0000,-0.011182,-8.2917,733.2083,11.3088,18.5591,2.82835969
20.0000,-0.011102,-8.2323,733.2677,11.2268,18.5591,2.83348364
20.0000,-0.011022,-8.1728,733.3272,11.1449,18.5591,2.83857691
20.0000,-0.010942,-8.1134,733.3866,11.0629,18.5591,2.84363934
20.0000,-0.010862,-8.0540,733.4460,10.9810,18.5591,2.84867082
20.0000,-0.010782,-7.9945,733.5055,10.8991,18.5591,2.85367122
20.0000,-0.010701,-7.9351,733.5649,10.8172,18.5591,2.85864041
20.0000,-0.010621,-7.8757,733.6243,10.7353,18.5591,2.86357827
20.0000,-0.010541,-7.8162,733.6838,10.6534,18.5591,2.86848467
20.0000,-0.010461,-7.7568,733.7432,10.5715,18.5591,2.87335948
20.0000,-0.010381,-7.6973,733.8027,10.4897,18.5591,2.87820258
20.0000,-0.010301,-7.6379,733.8621,10.4078,18.5591,2.88301386
20.0000,-0.010220,-7.5785,733.9215,10.3260,18.5591,2.88779317
20.0000,-0.010140,-7.5190,733.9810,10.2442,18.5591,2.89254042
20.0000,-0.010060,-7.4596,734.0404,10.1624,18.5591,2.89725547
20.0000,-0.009980,-7.4001,734.0999,10.0806,18.5591,2.90193821
20.0000,-0.009900,-7.3407,734.1593,9.9988,18.5591,2.90658851
20.0000,-0.009820,-7.2813,734.2187,9.9170,18.5591,2.91120626
20.0000,-0.009739,-7.2218,734.2782,9.8353,18.5591,2.91579134
20.0000,-0.009659,-7.1624,734.3376,9.7535,18.5591,2.92034364
20.0000,-0.009579,-7.1029,734.3971,9.6718,18.5591,2.92486304
20.0000,-0.009499,-7.0435,734.4565,9.5901,18.5591,2.92934942
20.0000,-0.009419,-6.9841,734.5159,9.5084,18.5591,2.93380268
20.0000,-0.009339,-6.9246,734.5754,9.4267,18.5591,2.93822269
20.0000,-0.009259,-6.8652,734.6348,9.3450,18.5591,2.94260935
20.0000,-0.009178,-6.8058,734.6942,9.2634,18.5591,2.94696255
20.0000,-0.009098,-6.7463,734.7537,9.1817,18.5591,2.95128217
20.0000,-0.009018,-6.6869,734.8131,9.1001,18.5591,2.95556810
20.0000,-0.008938,-6.6274,734.8726,9.0185,18.5591,2.95982024
20.0000,-0.008858,-6.5680,734.9320,8.9369,18.5591,2.96403848
20.0000,-0.008778,-6.5086,734.9914,8.8553,18.5591,2.96822272
20.0000,-0.008697,-6.4491,735.0509,8.7737,18.5591,2.97237283
20.0000,-0.008617,-6.3897,735.1103,8.6921,18.5590,2.97648873
20.0000,-0.008537,-6.3302,735.1698,8.6106,18.5590,2.98057030
20.0000,-0.008457,-6.2708,735.2292,8.5290,18.5590,2.98461745
20.0000,-0.008377,-6.2114,735.2886,8.4475,18.5590,2.98863006
20.0000,-0.008297,-6.1519,735.3481,8.3660,18.5590,2.99260804
20.0000,-0.008216,-6.0925,735.4075,8.2845,18.5590,2.99655129
20.0000,-0.008136,-6.0330,735.4670,8.2030,18.5590,3.00045970
20.0000,-0.008056,-5.9736,735.5264,8.1215,18.5590,3.00433318
20.0000,-0.007976,-5.9142,735.5858,8.0401,18.5590,3.00817164
20.0000,-0.007896,-5.8547,735.6453,7.9586,18.5590,3.01197496
20.0000,-0.007816,-5.7953,735.7047,7.8772,18.5590,3.01574306
20.0000,-0.007735,-5.7359,735.7641,7.7958,18.5590,3.01947584
20.0000,-0.007655,-5.6764,735.8236,7.7144,18.5590,3.02317320
20.0000,-0.007575,-5.6170,735.8830,7.6330,18.5590,3.02683505
20.0000,-0.007495,-5.5575,735.9425,7.5516,18.5590,3.03046131
20.0000,-0.007415,-5.4981,736.0019,7.4702,18.5590,3.03405187
20.0000,-0.007335,-5.4387,736.0613,7.3889,18.5590,3.03760664
20.0000,-0.007255,-5.3792,736.1208,7.3075,18.5590,3.04112554
20.0000,-0.007174,-5.3198,736.1802,7.2262,18.5590,3.04460848
20.0000,-0.007094,-5.2603,736.2397,7.1449,18.5590,3.04805536
20.0000,-0.007014,-5.2009,736.2991,7.0636,18.5590,3.05146611
20.0000,-0.006934,-5.1415,736.3585,6.9823,18.5590,3.05484062
20.0000,-0.006854,-5.0820,736.4180,6.9010,18.5590,3.05817883
20.0000,-0.006774,-5.0226,736.4774,6.8197,18.5590,3.06148064
20.0000,-0.006693,-4.9631,736.5369,6.7385,18.5590,3.06474597
20.0000,-0.006613,-4.9037,736.5963,6.6573,18.5590,3.06797473
20.0000,-0.006533,-4.8443,736.6557,6.5760,18.5590,3.07116685
20.0000,-0.006453,-4.7848,736.7152,6.4948,18.5590,3.07432224
20.0000,-0.006373,-4.7254,736.7746,6.4136,18.5590,3.07744083
20.0000,-0.006293,-4.6660,736.8340,6.3324,18.5590,3.08052253
20.0000,-0.006212,-4.6065,736.8935,6.2513,18.5590,3.08356727
20.0000,-0.006132,-4.5471,736.9529,6.1701,18.5590,3.08657497
20.0000,-0.006052,-4.4876,737.0124,6.0890,18.5590,3.08954555
20.0000,-0.005972,-4.4282,737.0718,6.0078,18.5590,3.09247894
20.0000,-0.005892,-4.3688,737.1312,5.9267,18.5590,3.09537506
20.0000,-0.005812,-4.3093,737.1907,5.8456,18.5590,3.09823384
20.0000,-0.005731,-4.2499,737.2501,5.7645,18.5590,3.10105521
20.0000,-0.005651,-4.1904,737.3096,5.6834,18.5590,3.10383909
20.0000,-0.005571,-4.1310,737.3690,5.6024,18.5590,3.10658542
20.0000,-0.005491,-4.0716,737.4284,5.5213,18.5590,3.10929412
20.0000,-0.005411,-4.0121,737.4879,5.4403,18.5590,3.11196513
20.0000,-0.005331,-3.9527,737.5473,5.3592,18.5590,3.11459838
20.0000,-0.005251,-3.8932,737.6068,5.2782,18.5590,3.11719380
20.0000,-0.005170,-3.8338,737.6662,5.1972,18.5590,3.11975133
20.0000,-0.005090,-3.7744,737.7256,5.1162,18.5590,3.12227090
20.0000,-0.005010,-3.7149,737.7851,5.0352,18.5590,3.12475244
20.0000,-0.004930,-3.6555,737.8445,4.9543,18.5590,3.12719590
20.0000,-0.004850,-3.5961,737.9039,4.8733,18.5590,3.12960122
20.0000,-0.004770,-3.5366,737.9634,4.7924,18.5590,3.13196832
20.0000,-0.004689,-3.4772,738.0228,4.7115,18.5590,3.13429715
20.0000,-0.004609,-3.4177,738.0823,4.6306,18.5590,3.13658766
20.0000,-0.004529,-3.3583,738.1417,4.5497,18.5590,3.13883978
20.0000,-0.004449,-3.2989,738.2011,4.4688,18.5590,3.14105346
20.0000,-0.004369,-3.2394,738.2606,4.3879,18.5590,3.14322864
20.0000,-0.004289,-3.1800,738.3200,4.3070,18.5590,3.14536527
20.0000,-0.004208,-3.1205,738.3795,4.2262,18.5590,3.14746328
20.0000,-0.004128,-3.0611,738.4389,4.1454,18.5590,3.14952264
20.0000,-0.004048,-3.0017,738.4983,4.0645,18.5590,3.15154328
20.0000,-0.003968,-2.9422,738.5578,3.9837,18.5590,3.15352516
20.0000,-0.003888,-2.8828,738.6172,3.9029,18.5590,3.15546822
20.0000,-0.003808,-2.8233,738.6767,3.8222,18.5590,3.15737241
20.0000,-0.003727,-2.7639,738.7361,3.7414,18.5590,3.15923769
20.0000,-0.003647,-2.7045,738.7955,3.6606,18.5590,3.16106401
20.0000,-0.003567,-2.6450,738.8550,3.5799,18.5589,3.16285133
20.0000,-0.003487,-2.5856,738.9144,3.4992,18.5589,3.16459959
20.0000,-0.003407,-2.5262,738.9738,3.4185,18.5589,3.16630876
20.0000,-0.003327,-2.4667,739.0333,3.3378,18.5589,3.16797878
20.0000,-0.003246,-2.4073,739.0927,3.2571,18.5589,3.16960963
20.0000,-0.003166,-2.3478,739.1522,3.1764,18.5589,3.17120125
20.0000,-0.003086,-2.2884,739.2116,3.0957,18.5589,3.17275361
20.0000,-0.003006,-2.2290,739.2710,3.0151,18.5589,3.17426666
20.0000,-0.002926,-2.1695,739.3305,2.9344,18.5589,3.17574037
20.0000,-0.002846,-2.1101,739.3899,2.8538,18.5589,3.17717470
20.0000,-0.002766,-2.0506,739.4494,2.7732,18.5589,3.17856962
20.0000,-0.002685,-1.9912,739.5088,2.6926,18.5589,3.17992509
20.0000,-0.002605,-1.9318,739.5682,2.6120,18.5589,3.18124107
20.0000,-0.002525,-1.8723,739.6277,2.5314,18.5589,3.18251753
20.0000,-0.002445,-1.8129,739.6871,2.4509,18.5589,3.18375444
20.0000,-0.002365,-1.7534,739.7466,2.3703,18.5589,3.18495177
20.0000,-0.002285,-1.6940,739.8060,2.2898,18.5589,3.18610948
20.0000,-0.002204,-1.6346,739.8654,2.2093,18.5589,3.18722756
20.0000,-0.002124,-1.5751,739.9249,2.1288,18.5589,3.18830596
20.0000,-0.002044,-1.5157,739.9843,2.0483,18.5589,3.18934467
20.0000,-0.001964,-1.4563,740.0437,1.9678,18.5589,3.19034365
20.0000,-0.001884,-1.3968,740.1032,1.8873,18.5589,3.19130288
20.0000,-0.001804,-1.3374,740.1626,1.8069,18.5589,3.19222233
20.0000,-0.001723,-1.2779,740.2221,1.7264,18.5589,3.19310199
20.0000,-0.001643,-1.2185,740.2815,1.6460,18.5589,3.19394183
20.0000,-0.001563,-1.1591,740.3409,1.5656,18.5589,3.19474183
20.0000,-0.001483,-1.0996,740.4004,1.4852,18.5589,3.19550197
20.0000,-0.001403,-1.0402,740.4598,1.4048,18.5589,3.19622223
20.0000,-0.001323,-0.9807,740.5193,1.3244,18.5589,3.19690259
20.0000,-0.001242,-0.9213,740.5787,1.2440,18.5589,3.19754303
20.0000,-0.001162,-0.8619,740.6381,1.1637,18.5589,3.19814354
20.0000,-0.001082,-0.8024,740.6976,1.0833,18.5589,3.19870410
20.0000,-0.001002,-0.7430,740.7570,1.0030,18.5589,3.19922470
20.0000,-0.000922,-0.6835,740.8165,0.9227,18.5589,3.19970533
20.0000,-0.000842,-0.6241,740.8759,0.8424,18.5589,3.20014597
20.0000,-0.000762,-0.5647,740.9353,0.7621,18.5589,3.20054661
20.0000,-0.000681,-0.5052,740.9948,0.6818,18.5589,3.20090724
20.0000,-0.000601,-0.4458,741.0542,0.6016,18.5589,3.20122786
20.0000,-0.000521,-0.3864,741.1136,0.5213,18.5589,3.20150845
20.0000,-0.000441,-0.3269,741.1731,0.4411,18.5589,3.20174900
20.0000,-0.000361,-0.2675,741.2325,0.3609,18.5589,3.20194952
20.0000,-0.000281,-0.2080,741.2920,0.2806,18.5589,3.20210999
20.0000,-0.000200,-0.1486,741.3514,0.2004,18.5589,3.20223042
20.0000,-0.000120,-0.0892,741.4108,0.1203,18.5589,3.20231079
20.0000,-0.000040,-0.0297,741.4703,0.0401,18.5589,3.20235111
20.0000,0.000040,0.0297,741.5297,-0.0401,18.5589,3.20235137
20.0000,0.000120,0.0892,741.5892,-0.1202,18.5589,3.20231159
20.0000,0.000200,0.1486,741.6486,-0.2004,18.5589,3.20223174
20.0000,0.000281,0.2080,741.7080,-0.2805,18.5589,3.20211185
20.0000,0.000361,0.2675,741.7675,-0.3606,18.5589,3.20195191
20.0000,0.000441,0.3269,741.8269,-0.4407,18.5589,3.20175192
20.0000,0.000521,0.3864,741.8864,-0.5208,18.5589,3.20151190
20.0000,0.000601,0.4458,741.9458,-0.6008,18.5589,3.20123184
20.0000,0.000681,0.5052,742.0052,-0.6809,18.5589,3.20091176
20.0000,0.000762,0.5647,742.0647,-0.7609,18.5589,3.20055166
20.0000,0.000842,0.6241,742.1241,-0.8410,18.5589,3.20015154
20.0000,0.000922,0.6835,742.1835,-0.9210,18.5589,3.19971144
20.0000,0.001002,0.7430,742.2430,-1.0010,18.5589,3.19923134
20.0000,0.001082,0.8024,742.3024,-1.0810,18.5589,3.19871127
20.0000,0.001162,0.8619,742.3619,-1.1610,18.5589,3.19815123
20.0000,0.001242,0.9213,742.4213,-1.2409,18.5589,3.19755125
20.0000,0.001323,0.9807,742.4807,-1.3209,18.5589,3.19691134
20.0000,0.001403,1.0402,742.5402,-1.4008,18.5588,3.19623151
20.0000,0.001483,1.0996,742.5996,-1.4808,18.5588,3.19551178
20.0000,0.001563,1.1591,742.6591,-1.5607,18.5588,3.19475217
20.0000,0.001643,1.2185,742.7185,-1.6406,18.5588,3.19395270
20.0000,0.001723,1.2779,742.7779,-1.7205,18.5588,3.19311338
20.0000,0.001804,1.3374,742.8374,-1.8004,18.5588,3.19223425
20.0000,0.001884,1.3968,742.8968,-1.8802,18.5588,3.19131532
20.0000,0.001964,1.4563,742.9563,-1.9601,18.5588,3.19035661
20.0000,0.002044,1.5157,743.0157,-2.0399,18.5588,3.18935816
20.0000,0.002124,1.5751,743.0751,-2.1197,18.5588,3.18831997
20.0000,0.002204,1.6346,743.1346,-2.1996,18.5588,3.18724210
20.0000,0.002285,1.6940,743.1940,-2.2794,18.5588,3.18612454
20.0000,0.002365,1.7534,743.2534,-2.3592,18.5588,3.18496735
20.0000,0.002445,1.8129,743.3129,-2.4389,18.5588,3.18377054
20.0000,0.002525,1.8723,743.3723,-2.5187,18.5588,3.18253416
20.0000,0.002605,1.9318,743.4318,-2.5984,18.5588,3.18125821
20.0000,0.002685,1.9912,743.4912,-2.6782,18.5588,3.17994275
20.0000,0.002766,2.0506,743.5506,-2.7579,18.5588,3.17858781
20.0000,0.002846,2.1101,743.6101,-2.8376,18.5588,3.17719341
20.0000,0.002926,2.1695,743.6695,-2.9173,18.5588,3.17575959
20.0000,0.003006,2.2290,743.7290,-2.9970,18.5588,3.17428640
20.0000,0.003086,2.2884,743.7884,-3.0767,18.5588,3.17277386
20.0000,0.003166,2.3478,743.8478,-3.1563,18.5588,3.17122202
20.0000,0.003246,2.4073,743.9073,-3.2360,18.5588,3.16963091
20.0000,0.003327,2.4667,743.9667,-3.3156,18.5588,3.16800058
20.0000,0.003407,2.5262,744.0262,-3.3952,18.5588,3.16633107
20.0000,0.003487,2.5856,744.0856,-3.4749,18.5588,3.16462241
20.0000,0.003567,2.6450,744.1450,-3.5545,18.5588,3.16287466
20.0000,0.003647,2.7045,744.2045,-3.6340,18.5588,3.16108786
20.0000,0.003727,2.7639,744.2639,-3.7136,18.5588,3.15926205
20.0000,0.003808,2.8233,744.3233,-3.7932,18.5588,3.15739727
20.0000,0.003888,2.8828,744.3828,-3.8727,18.5588,3.15549358
20.0000,0.003968,2.9422,744.4422,-3.9523,18.5588,3.15355103
20.0000,0.004048,3.0017,744.5017,-4.0318,18.5588,3.15156966
20.0000,0.004128,3.0611,744.5611,-4.1113,18.5588,3.14954952
20.0000,0.004208,3.1205,744.6205,-4.1908,18.5588,3.14749067
20.0000,0.004289,3.1800,744.6800,-4.2703,18.5588,3.14539315
20.0000,0.004369,3.2394,744.7394,-4.3497,18.5588,3.14325703
20.0000,0.004449,3.2989,744.7989,-4.4292,18.5588,3.14108235
20.0000,0.004529,3.3583,744.8583,-4.5086,18.5588,3.13886917
20.0000,0.004609,3.4177,744.9177,-4.5881,18.5588,3.13661755
20.0000,0.004689,3.4772,744.9772,-4.6675,18.5588,3.13432753
20.0000,0.004770,3.5366,745.0366,-4.7469,18.5588,3.13199919
20.0000,0.004850,3.5961,745.0961,-4.8263,18.5588,3.12963258
20.0000,0.004930,3.6555,745.1555,-4.9057,18.5588,3.12722776
20.0000,0.005010,3.7149,745.2149,-4.9850,18.5588,3.12478479
20.0000,0.005090,3.7744,745.2744,-5.0644,18.5588,3.12230374
