x_mm,L_mm,r_mag,p_norm
2.004008,5.00,0.70,1.41248762
2.014028,5.00,0.70,0.36240574
2.024048,5.00,0.70,1.15206417
2.034068,5.00,0.70,1.69921178
2.044088,5.00,0.70,1.13807386
2.054108,5.00,0.70,0.37345692
2.064128,5.00,0.70,1.42305537
2.074148,5.00,0.70,1.64376350
2.084168,5.00,0.70,0.80277172
2.094188,5.00,0.70,0.70006530
2.104208,5.00,0.70,1.60835439
2.114228,5.00,0.70,1.48616120
2.124248,5.00,0.70,0.45605846
2.134269,5.00,0.70,1.04604321
2.144289,5.00,0.70,1.69405660
2.154309,5.00,0.70,1.23801239
2.164329,5.00,0.70,0.31085699
2.174349,5.00,0.70,1.34107334
2.184369,5.00,0.70,1.67401322
2.194389,5.00,0.70,0.91953153
2.204409,5.00,0.70,0.58192293
2.214429,5.00,0.70,1.55696707
2.224449,5.00,0.70,1.54964998
2.234469,5.00,0.70,0.56716261
2.244489,5.00,0.70,0.93411459
2.254509,5.00,0.70,1.67702256
2.264529,5.00,0.70,1.32998824
2.274549,5.00,0.70,0.30666981
2.284569,5.00,0.70,1.25016597
2.294589,5.00,0.70,1.69254356
2.304609,5.00,0.70,1.03210117
2.314629,5.00,0.70,0.46950213
2.324649,5.00,0.70,1.49480598
2.334669,5.00,0.70,1.60242568
2.344689,5.00,0.70,0.68491089
2.354709,5.00,0.70,0.81777185
2.364729,5.00,0.70,1.64824494
2.374749,5.00,0.70,1.41314002
2.384770,5.00,0.70,0.36302538
2.394790,5.00,0.70,1.15117720
2.404810,5.00,0.70,1.69920708
2.414830,5.00,0.70,1.13893537
2.424850,5.00,0.70,0.37269637
2.434870,5.00,0.70,1.42238663
2.444890,5.00,0.70,1.64405714
2.454910,5.00,0.70,0.80375046
2.464930,5.00,0.70,0.69902889
2.474950,5.00,0.70,1.60795349
2.484970,5.00,0.70,1.48673042
2.494990,5.00,0.70,0.45690665
2.505010,5.00,0.70,1.04509915
2.515030,5.00,0.70,1.69395084
2.525050,5.00,0.70,1.23881175
2.535070,5.00,0.70,0.31048717
2.545090,5.00,0.70,1.34032493
2.555110,5.00,0.70,1.67420859
2.565130,5.00,0.70,0.92048553
2.575150,5.00,0.70,0.58090367
2.585170,5.00,0.70,1.55647255
2.595190,5.00,0.70,1.55013097
2.605210,5.00,0.70,0.56811018
2.615230,5.00,0.70,0.93312413
2.625251,5.00,0.70,1.67681642
2.635271,5.00,0.70,1.33071727
2.645291,5.00,0.70,0.30685476
2.655311,5.00,0.70,1.24934429
2.665331,5.00,0.70,1.69263893
2.675351,5.00,0.70,1.03301470
2.685371,5.00,0.70,0.46855632
2.695391,5.00,0.70,1.49422167
2.705411,5.00,0.70,1.60281425
2.715431,5.00,0.70,0.68589202
2.725451,5.00,0.70,0.81674873
2.735471,5.00,0.70,1.64793989
2.745491,5.00,0.70,1.41379175
2.755511,5.00,0.70,0.36364787
2.765531,5.00,0.70,1.15028970
2.775551,5.00,0.70,1.69920152
2.785571,5.00,0.70,1.13979641
2.795591,5.00,0.70,0.37193806
2.805611,5.00,0.70,1.42171720
2.815631,5.00,0.70,1.64434996
2.825651,5.00,0.70,0.80472911
2.835671,5.00,0.70,0.69799243
2.845691,5.00,0.70,1.60755179
2.855711,5.00,0.70,1.48729891
2.865731,5.00,0.70,0.45775619
2.875752,5.00,0.70,1.04415464
2.885772,5.00,0.70,1.69384423
2.895792,5.00,0.70,1.23961055
2.905812,5.00,0.70,0.31012160
2.915832,5.00,0.70,1.33957586
2.925852,5.00,0.70,1.67440313
2.935872,5.00,0.70,0.92143928
2.945892,5.00,0.70,0.57988470
2.955912,5.00,0.70,1.55597725
2.965932,5.00,0.70,1.55061120
2.975952,5.00,0.70,0.56905831
2.985972,5.00,0.70,0.93213331
2.995992,5.00,0.70,1.67660944
3.006012,5.00,0.70,1.33144567
3.016032,5.00,0.70,0.30704433
3.026052,5.00,0.70,1.24852200
3.036072,5.00,0.70,1.69273345
3.046092,5.00,0.70,1.03392786
3.056112,5.00,0.70,0.46761144
3.066132,5.00,0.70,1.49363662
3.076152,5.00,0.70,1.60320204
3.086172,5.00,0.70,0.68687329
3.096192,5.00,0.70,0.81572537
3.106212,5.00,0.70,1.64763401
3.116232,5.00,0.70,1.41444281
3.126253,5.00,0.70,0.36427318
3.136273,5.00,0.70,1.14940167
3.146293,5.00,0.70,1.69919511
3.156313,5.00,0.70,1.14065697
3.166333,5.00,0.70,0.37118201
3.176353,5.00,0.70,1.42104706
3.186373,5.00,0.70,1.64464196
3.196393,5.00,0.70,0.80570766
3.206413,5.00,0.70,0.69695594
3.216433,5.00,0.70,1.60714927
3.226453,5.00,0.70,1.48786668
3.236473,5.00,0.70,0.45860708
3.246493,5.00,0.70,1.04320968
3.256513,5.00,0.70,1.69373677
3.266533,5.00,0.70,1.24040881
3.276553,5.00,0.70,0.30976030
3.286573,5.00,0.70,1.33882614
3.296593,5.00,0.70,1.67459682
3.306613,5.00,0.70,0.92239277
3.316633,5.00,0.70,0.57886602
3.326653,5.00,0.70,1.55548116
3.336673,5.00,0.70,1.55109066
3.346693,5.00,0.70,0.57000701
3.356713,5.00,0.70,0.93114214
3.366733,5.00,0.70,1.67640161
3.376754,5.00,0.70,1.33217347
3.386774,5.00,0.70,0.30723853
3.396794,5.00,0.70,1.24769912
3.406814,5.00,0.70,1.69282712
3.416834,5.00,0.70,1.03484063
3.426854,5.00,0.70,0.46666749
3.436874,5.00,0.70,1.49305082
3.446894,5.00,0.70,1.60358903
3.456914,5.00,0.70,0.68785472
3.466934,5.00,0.70,0.81470179
3.476954,5.00,0.70,1.64732730
3.486974,5.00,0.70,1.41509320
3.496994,5.00,0.70,0.36490130
3.507014,5.00,0.70,1.14851311
3.517034,5.00,0.70,1.69918784
3.527054,5.00,0.70,1.14151706
3.537074,5.00,0.70,0.37042821
3.547094,5.00,0.70,1.42037622
3.557114,5.00,0.70,1.64493315
3.567134,5.00,0.70,0.80668612
3.577154,5.00,0.70,0.69591941
3.587174,5.00,0.70,1.60674595
3.597194,5.00,0.70,1.48843374
3.607214,5.00,0.70,0.45945930
3.617234,5.00,0.70,1.04226426
3.627255,5.00,0.70,1.69362845
3.637275,5.00,0.70,1.24120651
3.647295,5.00,0.70,0.30940328
3.657315,5.00,0.70,1.33807577
3.667335,5.00,0.70,1.67478968
3.677355,5.00,0.70,0.92334599
3.687375,5.00,0.70,0.57784762
3.697395,5.00,0.70,1.55498430
3.707415,5.00,0.70,1.55156936
3.717435,5.00,0.70,0.57095625
3.727455,5.00,0.70,0.93015061
3.737475,5.00,0.70,1.67619294
3.747495,5.00,0.70,1.33290064
3.757515,5.00,0.70,0.30743735
3.767535,5.00,0.70,1.24687564
3.777555,5.00,0.70,1.69291994
3.787575,5.00,0.70,1.03575303
3.797595,5.00,0.70,0.46572448
3.807615,5.00,0.70,1.49246428
3.817635,5.00,0.70,1.60397523
3.827655,5.00,0.70,0.68883628
3.837675,5.00,0.70,0.81367799
3.847695,5.00,0.70,1.64701976
3.857715,5.00,0.70,1.41574291
3.867735,5.00,0.70,0.36553222
3.877756,5.00,0.70,1.14762402
3.887776,5.00,0.70,1.69917971
3.897796,5.00,0.70,1.14237668
3.907816,5.00,0.70,0.36967671
3.917836,5.00,0.70,1.41970467
3.927856,5.00,0.70,1.64522351
3.937876,5.00,0.70,0.80766447
3.947896,5.00,0.70,0.69488285
3.957916,5.00,0.70,1.60634182
3.967936,5.00,0.70,1.48900007
3.977956,5.00,0.70,0.46031284
3.987976,5.00,0.70,1.04131840
3.997996,5.00,0.70,1.69351928
4.008016,5.00,0.70,1.24200366
4.018036,5.00,0.70,0.30905055
4.028056,5.00,0.70,1.33732474
4.038076,5.00,0.70,1.67498169
4.048096,5.00,0.70,0.92429896
4.058116,5.00,0.70,0.57682952
4.068136,5.00,0.70,1.55448666
4.078156,5.00,0.70,1.55204730
4.088176,5.00,0.70,0.57190605
4.098196,5.00,0.70,0.92915872
4.108216,5.00,0.70,1.67598342
4.118236,5.00,0.70,1.33362720
4.128257,5.00,0.70,0.30764077
4.138277,5.00,0.70,1.24605157
4.148297,5.00,0.70,1.69301191
4.158317,5.00,0.70,1.03666504
4.168337,5.00,0.70,0.46478241
4.178357,5.00,0.70,1.49187700
4.188377,5.00,0.70,1.60436063
4.198397,5.00,0.70,0.68981799
4.208417,5.00,0.70,0.81265395
4.218437,5.00,0.70,1.64671139
4.228457,5.00,0.70,1.41639195
4.238477,5.00,0.70,0.36616592
4.248497,5.00,0.70,1.14673440
4.258517,5.00,0.70,1.69917074
4.268537,5.00,0.70,1.14323582
4.278557,5.00,0.70,0.36892749
4.288577,5.00,0.70,1.41903243
4.298597,5.00,0.70,1.64551305
4.308617,5.00,0.70,0.80864273
4.318637,5.00,0.70,0.69384625
4.328657,5.00,0.70,1.60593689
4.338677,5.00,0.70,1.48956567
4.348697,5.00,0.70,0.46116769
4.358717,5.00,0.70,1.04037208
4.368737,5.00,0.70,1.69340926
4.378758,5.00,0.70,1.24280026
4.388778,5.00,0.70,0.30870214
4.398798,5.00,0.70,1.33657306
4.408818,5.00,0.70,1.67517287
4.418838,5.00,0.70,0.92525166
4.428858,5.00,0.70,0.57581172
4.438878,5.00,0.70,1.55398824
4.448898,5.00,0.70,1.55252448
4.458918,5.00,0.70,0.57285639
4.468938,5.00,0.70,0.92816648
4.478958,5.00,0.70,1.67577306
4.488978,5.00,0.70,1.33435313
4.498998,5.00,0.70,0.30784879
4.509018,5.00,0.70,1.24522690
4.519038,5.00,0.70,1.69310302
4.529058,5.00,0.70,1.03757667
4.539078,5.00,0.70,0.46384130
4.549098,5.00,0.70,1.49128897
4.559118,5.00,0.70,1.60474524
4.569138,5.00,0.70,0.69079984
4.579158,5.00,0.70,0.81162970
4.589178,5.00,0.70,1.64640219
4.599198,5.00,0.70,1.41704031
4.609218,5.00,0.70,0.36680238
4.619238,5.00,0.70,1.14584425
4.629259,5.00,0.70,1.69916090
4.639279,5.00,0.70,1.14409449
4.649299,5.00,0.70,0.36818060
4.659319,5.00,0.70,1.41835948
4.669339,5.00,0.70,1.64580178
4.679359,5.00,0.70,0.80962088
4.689379,5.00,0.70,0.69280962
4.699399,5.00,0.70,1.60553115
4.709419,5.00,0.70,1.49013056
4.719439,5.00,0.70,0.46202384
4.729459,5.00,0.70,1.03942531
4.739479,5.00,0.70,1.69329839
4.749499,5.00,0.70,1.24359630
4.759519,5.00,0.70,0.30835805
4.769539,5.00,0.70,1.33582073
4.779559,5.00,0.70,1.67536321
4.789579,5.00,0.70,0.92620410
4.799599,5.00,0.70,0.57479422
4.809619,5.00,0.70,1.55348904
4.819639,5.00,0.70,1.55300090
4.829659,5.00,0.70,0.57380728
4.839679,5.00,0.70,0.92717389
4.849699,5.00,0.70,1.67556186
4.859719,5.00,0.70,1.33507845
4.869739,5.00,0.70,0.30806139
4.879760,5.00,0.70,1.24440163
4.889780,5.00,0.70,1.69319329
4.899800,5.00,0.70,1.03848792
4.909820,5.00,0.70,0.46290115
4.919840,5.00,0.70,1.49070020
4.929860,5.00,0.70,1.60512905
4.939880,5.00,0.70,0.69178182
4.949900,5.00,0.70,0.81060522
4.959920,5.00,0.70,1.64609216
4.969940,5.00,0.70,1.41768800
4.979960,5.00,0.70,0.36744158
4.989980,5.00,0.70,1.14495357
5.000000,5.00,0.70,1.69915021
0.000000,5.00,0.30,1.21531698
0.010020,5.00,0.30,0.76601747
0.020040,5.00,0.30,0.91125814
0.030060,5.00,0.30,1.28791827
0.040080,5.00,0.30,1.09761396
0.050100,5.00,0.30,0.70121427
0.060120,5.00,0.30,1.06148979
0.070140,5.00,0.30,1.29558208
0.080160,5.00,0.30,0.95044334
0.090180,5.00,0.30,0.74056200
0.100200,5.00,0.30,1.18901253
0.110220,5.00,0.30,1.24454904
0.120240,5.00,0.30,0.80576464
0.130261,5.00,0.30,0.86172702
0.140281,5.00,0.30,1.27220927
0.150301,5.00,0.30,1.14137749
0.160321,5.00,0.30,0.71203150
0.170341,5.00,0.30,1.01234719
0.180361,5.00,0.30,1.29964692
0.190381,5.00,0.30,1.00126521
0.200401,5.00,0.30,0.71599418
0.210421,5.00,0.30,1.15047983
0.220441,5.00,0.30,1.26788606
0.230461,5.00,0.30,0.85115692
0.240481,5.00,0.30,0.81534956
0.250501,5.00,0.30,1.25020489
0.260521,5.00,0.30,1.18091983
0.270541,5.00,0.30,0.73425273
0.280561,5.00,0.30,0.96167083
0.290581,5.00,0.30,1.29703650
0.300601,5.00,0.30,1.05083028
0.310621,5.00,0.30,0.70253130
0.320641,5.00,0.30,1.10756323
0.330661,5.00,0.30,1.28498940
0.340681,5.00,0.30,0.90013439
0.350701,5.00,0.30,0.77414729
0.360721,5.00,0.30,1.22222141
0.370741,5.00,0.30,1.21556075
0.380762,5.00,0.30,0.76628080
0.390782,5.00,0.30,0.91079319
0.400802,5.00,0.30,1.28778608
0.410822,5.00,0.30,1.09796991
0.420842,5.00,0.30,0.70120706
0.430862,5.00,0.30,1.06105114
0.440882,5.00,0.30,1.29561853
0.450902,5.00,0.30,0.95084042
0.460922,5.00,0.30,0.74026603
0.470942,5.00,0.30,1.18867785
0.480962,5.00,0.30,1.24474519
0.490982,5.00,0.30,0.80608703
0.501002,5.00,0.30,0.86127876
0.511022,5.00,0.30,1.27202234
0.521042,5.00,0.30,1.14170207
0.531062,5.00,0.30,0.71212652
0.541082,5.00,0.30,1.01188899
0.551102,5.00,0.30,1.29962697
0.561122,5.00,0.30,1.00165892
0.571142,5.00,0.30,0.71578431
0.581162,5.00,0.30,1.15010412
0.591182,5.00,0.30,1.26803114
0.601202,5.00,0.30,0.85152037
0.611222,5.00,0.30,0.81493420
0.621242,5.00,0.30,1.24996532
0.631263,5.00,0.30,1.18120651
0.641283,5.00,0.30,0.73443989
0.651303,5.00,0.30,0.96120326
0.661323,5.00,0.30,1.29695992
0.671343,5.00,0.30,1.05120964
0.681363,5.00,0.30,0.70242029
0.691383,5.00,0.30,1.10715238
0.701403,5.00,0.30,1.28508082
0.711423,5.00,0.30,0.90052211
0.721443,5.00,0.30,0.77378271
0.731463,5.00,0.30,1.22193218
0.741483,5.00,0.30,1.21580414
0.751503,5.00,0.30,0.76654472
0.761523,5.00,0.30,0.91032831
0.771543,5.00,0.30,1.28765343
0.781563,5.00,0.30,1.09832564
0.791583,5.00,0.30,0.70120074
0.801603,5.00,0.30,1.06061228
0.811623,5.00,0.30,1.29565451
0.821643,5.00,0.30,0.95123754
0.831663,5.00,0.30,0.73997070
0.841683,5.00,0.30,1.18834280
0.851703,5.00,0.30,1.24494093
0.861723,5.00,0.30,0.80640987
0.871743,5.00,0.30,0.86083070
0.881764,5.00,0.30,1.27183494
0.891784,5.00,0.30,1.14202635
0.901804,5.00,0.30,0.71222238
0.911824,5.00,0.30,1.01143066
0.921844,5.00,0.30,1.29960653
0.931864,5.00,0.30,1.00205256
0.941884,5.00,0.30,0.71557522
0.951904,5.00,0.30,1.14972807
0.961924,5.00,0.30,1.26817578
0.971944,5.00,0.30,0.85188410
0.981964,5.00,0.30,0.81451917
0.991984,5.00,0.30,1.24972532
1.002004,5.00,0.30,1.18149285
1.012024,5.00,0.30,0.73462779
1.022044,5.00,0.30,0.96073564
1.032064,5.00,0.30,1.29688286
1.042084,5.00,0.30,1.05158885
1.052104,5.00,0.30,0.70231016
1.062124,5.00,0.30,1.10674125
1.072144,5.00,0.30,1.28517177
1.082164,5.00,0.30,0.90091000
1.092184,5.00,0.30,0.77341863
1.102204,5.00,0.30,1.22164253
1.112224,5.00,0.30,1.21604715
1.122244,5.00,0.30,0.76680924
1.132265,5.00,0.30,0.90986349
1.142285,5.00,0.30,1.28752030
1.152305,5.00,0.30,1.09868114
1.162325,5.00,0.30,0.70119531
1.172345,5.00,0.30,1.06017320
1.182365,5.00,0.30,1.29569002
1.192385,5.00,0.30,0.95163470
1.202405,5.00,0.30,0.73967602
1.212425,5.00,0.30,1.18800737
1.222445,5.00,0.30,1.24513625
1.232465,5.00,0.30,0.80673315
1.242485,5.00,0.30,0.86038282
1.252505,5.00,0.30,1.27164709
1.262525,5.00,0.30,1.14235036
1.272545,5.00,0.30,0.71231908
1.282565,5.00,0.30,1.01097219
1.292585,5.00,0.30,1.29958562
1.302605,5.00,0.30,1.00244615
1.312625,5.00,0.30,0.71536691
1.322645,5.00,0.30,1.14935170
1.332665,5.00,0.30,1.26831997
1.342685,5.00,0.30,0.85224813
1.352705,5.00,0.30,0.81410449
1.362725,5.00,0.30,1.24948488
1.372745,5.00,0.30,1.18177885
1.382766,5.00,0.30,0.73481642
1.392786,5.00,0.30,0.96026799
1.402806,5.00,0.30,1.29680532
1.412826,5.00,0.30,1.05196791
1.422846,5.00,0.30,0.70220090
1.432866,5.00,0.30,1.10632984
1.442886,5.00,0.30,1.28526226
1.452906,5.00,0.30,0.90129804
1.462926,5.00,0.30,0.77305504
1.472946,5.00,0.30,1.22135248
1.482966,5.00,0.30,1.21628979
1.492986,5.00,0.30,0.76707436
1.503006,5.00,0.30,0.90939873
1.513026,5.00,0.30,1.28738671
1.523046,5.00,0.30,1.09903642
1.533066,5.00,0.30,0.70119077
1.543086,5.00,0.30,1.05973391
1.553106,5.00,0.30,1.29572506
1.563126,5.00,0.30,0.95203189
1.573146,5.00,0.30,0.73938199
1.583166,5.00,0.30,1.18767157
1.593186,5.00,0.30,1.24533116
1.603206,5.00,0.30,0.80705686
1.613226,5.00,0.30,0.85993514
1.623246,5.00,0.30,1.27145878
1.633267,5.00,0.30,1.14267408
1.643287,5.00,0.30,0.71241662
1.653307,5.00,0.30,1.01051358
1.663327,5.00,0.30,1.29956423
1.673347,5.00,0.30,1.00283967
1.683367,5.00,0.30,0.71515939
1.693387,5.00,0.30,1.14897500
1.703407,5.00,0.30,1.26846373
1.713427,5.00,0.30,0.85261245
1.723447,5.00,0.30,0.81369014
1.733467,5.00,0.30,1.24924400
1.743487,5.00,0.30,1.18206452
1.753507,5.00,0.30,0.73500579
1.763527,5.00,0.30,0.95980029
1.773547,5.00,0.30,1.29672730
1.783567,5.00,0.30,1.05234682
1.793587,5.00,0.30,0.70209251
1.803607,5.00,0.30,1.10591816
1.813627,5.00,0.30,1.28535230
1.823647,5.00,0.30,0.90168623
1.833667,5.00,0.30,0.77269195
1.843687,5.00,0.30,1.22106201
1.853707,5.00,0.30,1.21653204
1.863727,5.00,0.30,0.76734006
1.873747,5.00,0.30,0.90893405
1.883768,5.00,0.30,1.28725264
1.893788,5.00,0.30,1.09939147
1.903808,5.00,0.30,0.70118713
1.913828,5.00,0.30,1.05929441
1.923848,5.00,0.30,1.29575962
1.933868,5.00,0.30,0.95242913
1.943888,5.00,0.30,0.73908862
1.953908,5.00,0.30,1.18733540
1.963928,5.00,0.30,1.24552565
1.973948,5.00,0.30,0.80738102
1.983968,5.00,0.30,0.85948766
1.993988,5.00,0.30,1.27127001
2.004008,5.00,0.30,1.14299751
2.014028,5.00,0.30,0.71251501
2.024048,5.00,0.30,1.01005485
2.034068,5.00,0.30,1.29954236
2.044088,5.00,0.30,1.00323312
2.054108,5.00,0.30,0.71495266
2.064128,5.00,0.30,1.14859796
2.074148,5.00,0.30,1.26860704
2.084168,5.00,0.30,0.85297706
2.094188,5.00,0.30,0.81327613
2.104208,5.00,0.30,1.24900268
2.114228,5.00,0.30,1.18234985
2.124248,5.00,0.30,0.73519589
2.134269,5.00,0.30,0.95933255
2.144289,5.00,0.30,1.29664881
2.154309,5.00,0.30,1.05272558
2.164329,5.00,0.30,0.70198499
2.174349,5.00,0.30,1.10550620
2.184369,5.00,0.30,1.28544188
2.194389,5.00,0.30,0.90207458
2.204409,5.00,0.30,0.77232935
2.214429,5.00,0.30,1.22077114
2.224449,5.00,0.30,1.21677392
2.234469,5.00,0.30,0.76760636
2.244489,5.00,0.30,0.90846943
2.254509,5.00,0.30,1.28711810
2.264529,5.00,0.30,1.09974630
2.274549,5.00,0.30,0.70118438
2.284569,5.00,0.30,1.05885469
2.294589,5.00,0.30,1.29579371
2.304609,5.00,0.30,0.95282640
2.314629,5.00,0.30,0.73879590
2.324649,5.00,0.30,1.18699885
2.334669,5.00,0.30,1.24571974
2.344689,5.00,0.30,0.80770562
2.354709,5.00,0.30,0.85904037
2.364729,5.00,0.30,1.27108079
2.374749,5.00,0.30,1.14332066
2.384770,5.00,0.30,0.71261423
2.394790,5.00,0.30,1.00959597
2.404810,5.00,0.30,1.29952001
2.414830,5.00,0.30,1.00362651
2.424850,5.00,0.30,0.71474671
2.434870,5.00,0.30,1.14822060
2.444890,5.00,0.30,1.26874992
2.454910,5.00,0.30,0.85334197
2.464930,5.00,0.30,0.81286246
2.474950,5.00,0.30,1.24876093
2.484970,5.00,0.30,1.18263484
2.494990,5.00,0.30,0.73538673
2.505010,5.00,0.30,0.95886476
2.515030,5.00,0.30,1.29656984
2.525050,5.00,0.30,1.05310418
2.535070,5.00,0.30,0.70187834
2.545090,5.00,0.30,1.10509396
2.555110,5.00,0.30,1.28553099
2.565130,5.00,0.30,0.90246309
2.575150,5.00,0.30,0.77196725
2.585170,5.00,0.30,1.22047986
2.595190,5.00,0.30,1.21701541
2.605210,5.00,0.30,0.76787325
2.615230,5.00,0.30,0.90800488
2.625251,5.00,0.30,1.28698309
2.635271,5.00,0.30,1.10010091
2.645291,5.00,0.30,0.70118252
2.655311,5.00,0.30,1.05841477
2.665331,5.00,0.30,1.29582733
2.675351,5.00,0.30,0.95322371
2.685371,5.00,0.30,0.73850383
2.695391,5.00,0.30,1.18666193
2.705411,5.00,0.30,1.24591340
2.715431,5.00,0.30,0.80803065
2.725451,5.00,0.30,0.85859328
2.735471,5.00,0.30,1.27089111
2.745491,5.00,0.30,1.14364352
2.755511,5.00,0.30,0.71271430
2.765531,5.00,0.30,1.00913697
2.775551,5.00,0.30,1.29949718
2.785571,5.00,0.30,1.00401984
2.795591,5.00,0.30,0.71454155
2.805611,5.00,0.30,1.14784290
2.815631,5.00,0.30,1.26889235
2.825651,5.00,0.30,0.85370716
2.835671,5.00,0.30,0.81244913
2.845691,5.00,0.30,1.24851874
2.855711,5.00,0.30,1.18291949
2.865731,5.00,0.30,0.73557829
2.875752,5.00,0.30,0.95839694
2.885772,5.00,0.30,1.29649039
2.895792,5.00,0.30,1.05348264
2.905812,5.00,0.30,0.70177258
2.915832,5.00,0.30,1.10468145
2.925852,5.00,0.30,1.28561965
2.935872,5.00,0.30,0.90285175
2.945892,5.00,0.30,0.77160566
2.955912,5.00,0.30,1.22018817
2.965932,5.00,0.30,1.21725652
2.975952,5.00,0.30,0.76814073
2.985972,5.00,0.30,0.90754040
2.995992,5.00,0.30,1.28684761
3.006012,5.00,0.30,1.10045528
3.016032,5.00,0.30,0.70118156
3.026052,5.00,0.30,1.05797463
3.036072,5.00,0.30,1.29586048
3.046092,5.00,0.30,0.95362105
3.056112,5.00,0.30,0.73821242
3.066132,5.00,0.30,1.18632463
3.076152,5.00,0.30,1.24610665
3.086172,5.00,0.30,0.80835612
3.096192,5.00,0.30,0.85814638
3.106212,5.00,0.30,1.27070097
3.116232,5.00,0.30,1.14396609
3.126253,5.00,0.30,0.71281521
3.136273,5.00,0.30,1.00867783
3.146293,5.00,0.30,1.29947387
3.156313,5.00,0.30,1.00441310
3.166333,5.00,0.30,0.71433718
3.176353,5.00,0.30,1.14746488
3.186373,5.00,0.30,1.26903434
3.196393,5.00,0.30,0.85407263
3.206413,5.00,0.30,0.81203615
3.216433,5.00,0.30,1.24827612
3.226453,5.00,0.30,1.18320380
3.236473,5.00,0.30,0.73577059
3.246493,5.00,0.30,0.95792907
3.256513,5.00,0.30,1.29641046
3.266533,5.00,0.30,1.05386094
3.276553,5.00,0.30,0.70166768
3.286573,5.00,0.30,1.10426867
3.296593,5.00,0.30,1.28570784
3.306613,5.00,0.30,0.90324056
3.316633,5.00,0.30,0.77124456
3.326653,5.00,0.30,1.21989607
3.336673,5.00,0.30,1.21749725
3.346693,5.00,0.30,0.76840879
3.356713,5.00,0.30,0.90707598
3.366733,5.00,0.30,1.28671166
3.376754,5.00,0.30,1.10080944
3.386774,5.00,0.30,0.70118149
3.396794,5.00,0.30,1.05753429
3.406814,5.00,0.30,1.29589315
3.416834,5.00,0.30,0.95401843
3.426854,5.00,0.30,0.73792166
3.436874,5.00,0.30,1.18598697
3.446894,5.00,0.30,1.24629949
3.456914,5.00,0.30,0.80868202
3.466934,5.00,0.30,0.85769969
3.476954,5.00,0.30,1.27051037
3.486974,5.00,0.30,1.14428837
3.496994,5.00,0.30,0.71291695
3.507014,5.00,0.30,1.00821856
3.517034,5.00,0.30,1.29945009
3.527054,5.00,0.30,1.00480629
3.537074,5.00,0.30,0.71413360
3.547094,5.00,0.30,1.14708653
3.557114,5.00,0.30,1.26917590
3.567134,5.00,0.30,0.85443840
3.577154,5.00,0.30,0.81162352
3.587174,5.00,0.30,1.24803306
3.597194,5.00,0.30,1.18348778
3.607214,5.00,0.30,0.73596362
3.617234,5.00,0.30,0.95746117
3.627255,5.00,0.30,1.29633005
3.637275,5.00,0.30,1.05423908
3.647295,5.00,0.30,0.70156366
3.657315,5.00,0.30,1.10385561
3.667335,5.00,0.30,1.28579557
3.677355,5.00,0.30,0.90362952
3.687375,5.00,0.30,0.77088397
3.697395,5.00,0.30,1.21960356
3.707415,5.00,0.30,1.21773761
3.717435,5.00,0.30,0.76867744
3.727455,5.00,0.30,0.90661165
3.737475,5.00,0.30,1.28657524
3.747495,5.00,0.30,1.10116336
3.757515,5.00,0.30,0.70118230
3.767535,5.00,0.30,1.05709373
3.777555,5.00,0.30,1.29592535
3.787575,5.00,0.30,0.95441584
3.797595,5.00,0.30,0.73763157
3.807615,5.00,0.30,1.18564893
3.817635,5.00,0.30,1.24649191
3.827655,5.00,0.30,0.80900836
3.837675,5.00,0.30,0.85725319
3.847695,5.00,0.30,1.27031932
3.857715,5.00,0.30,1.14461037
3.867735,5.00,0.30,0.71301954
3.877756,5.00,0.30,1.00775915
3.887776,5.00,0.30,1.29942582
3.897796,5.00,0.30,1.00519941
3.907816,5.00,0.30,0.71393081
3.917836,5.00,0.30,1.14670785
3.927856,5.00,0.30,1.26931701
3.937876,5.00,0.30,0.85480444
3.947896,5.00,0.30,0.81121123
3.957916,5.00,0.30,1.24778956
3.967936,5.00,0.30,1.18377141
3.977956,5.00,0.30,0.73615737
3.987976,5.00,0.30,0.95699323
3.997996,5.00,0.30,1.29624917
4.008016,5.00,0.30,1.05461707
4.018036,5.00,0.30,0.70146051
4.028056,5.00,0.30,1.10344227
4.038076,5.00,0.30,1.28588285
4.048096,5.00,0.30,0.90401864
4.058116,5.00,0.30,0.77052388
4.068136,5.00,0.30,1.21931064
4.078156,5.00,0.30,1.21797757
4.088176,5.00,0.30,0.76894668
4.098196,5.00,0.30,0.90614738
4.108216,5.00,0.30,1.28643835
4.118236,5.00,0.30,1.10151706
4.128257,5.00,0.30,0.70118402
4.138277,5.00,0.30,1.05665297
4.148297,5.00,0.30,1.29595708
4.158317,5.00,0.30,0.95481328
4.168337,5.00,0.30,0.73734213
4.178357,5.00,0.30,1.18531051
4.188377,5.00,0.30,1.24668392
4.198397,5.00,0.30,0.80933512
4.208417,5.00,0.30,0.85680690
4.218437,5.00,0.30,1.27012781
4.228457,5.00,0.30,1.14493207
4.238477,5.00,0.30,0.71312296
4.248497,5.00,0.30,1.00729962
4.258517,5.00,0.30,1.29940108
4.268537,5.00,0.30,1.00559246
4.278557,5.00,0.30,0.71372882
4.288577,5.00,0.30,1.14632884
4.298597,5.00,0.30,1.26945767
4.308617,5.00,0.30,0.85517077
4.318637,5.00,0.30,0.81079928
4.328657,5.00,0.30,1.24754563
4.338677,5.00,0.30,1.18405471
4.348697,5.00,0.30,0.73635185
