x_mm,L_mm,alpha_Npm,S,contrast
1.371237,5.00,0.500,0.797102,78.4497
1.387960,5.00,0.500,0.797116,78.4611
1.404682,5.00,0.500,0.797129,78.4726
1.421405,5.00,0.500,0.797142,78.4841
1.438127,5.00,0.500,0.797156,78.4956
1.454849,5.00,0.500,0.797169,78.5071
1.471572,5.00,0.500,0.797182,78.5185
1.488294,5.00,0.500,0.797196,78.5300
1.505017,5.00,0.500,0.797209,78.5415
1.521739,5.00,0.500,0.797222,78.5530
1.538462,5.00,0.500,0.797236,78.5645
1.555184,5.00,0.500,0.797249,78.5760
1.571906,5.00,0.500,0.797262,78.5875
1.588629,5.00,0.500,0.797276,78.5990
1.605351,5.00,0.500,0.797289,78.6105
1.622074,5.00,0.500,0.797302,78.6220
1.638796,5.00,0.500,0.797316,78.6335
1.655518,5.00,0.500,0.797329,78.6450
1.672241,5.00,0.500,0.797342,78.6566
1.688963,5.00,0.500,0.797356,78.6681
1.705686,5.00,0.500,0.797369,78.6796
1.722408,5.00,0.500,0.797382,78.6911
1.739130,5.00,0.500,0.797396,78.7027
1.755853,5.00,0.500,0.797409,78.7142
1.772575,5.00,0.500,0.797422,78.7257
1.789298,5.00,0.500,0.797436,78.7372
1.806020,5.00,0.500,0.797449,78.7488
1.822742,5.00,0.500,0.797462,78.7603
1.839465,5.00,0.500,0.797476,78.7719
1.856187,5.00,0.500,0.797489,78.7834
1.872910,5.00,0.500,0.797502,78.7950
1.889632,5.00,0.500,0.797516,78.8065
1.906355,5.00,0.500,0.797529,78.8181
1.923077,5.00,0.500,0.797542,78.8296
1.939799,5.00,0.500,0.797556,78.8412
1.956522,5.00,0.500,0.797569,78.8527
1.973244,5.00,0.500,0.797582,78.8643
1.989967,5.00,0.500,0.797596,78.8759
2.006689,5.00,0.500,0.797609,78.8874
2.023411,5.00,0.500,0.797622,78.8990
2.040134,5.00,0.500,0.797636,78.9106
2.056856,5.00,0.500,0.797649,78.9221
2.073579,5.00,0.500,0.797662,78.9337
2.090301,5.00,0.500,0.797676,78.9453
2.107023,5.00,0.500,0.797689,78.9569
2.123746,5.00,0.500,0.797702,78.9685
2.140468,5.00,0.500,0.797716,78.9800
2.157191,5.00,0.500,0.797729,78.9916
2.173913,5.00,0.500,0.797742,79.0032
2.190635,5.00,0.500,0.797756,79.0148
2.207358,5.00,0.500,0.797769,79.0264
2.224080,5.00,0.500,0.797782,79.0380
2.240803,5.00,0.500,0.797796,79.0496
2.257525,5.00,0.500,0.797809,79.0612
2.274247,5.00,0.500,0.797822,79.0728
2.290970,5.00,0.500,0.797836,79.0845
2.307692,5.00,0.500,0.797849,79.0961
2.324415,5.00,0.500,0.797862,79.1077
2.341137,5.00,0.500,0.797876,79.1193
2.357860,5.00,0.500,0.797889,79.1309
2.374582,5.00,0.500,0.797902,79.1425
2.391304,5.00,0.500,0.797916,79.1542
2.408027,5.00,0.500,0.797929,79.1658
2.424749,5.00,0.500,0.797942,79.1774
2.441472,5.00,0.500,0.797956,79.1891
2.458194,5.00,0.500,0.797969,79.2007
2.474916,5.00,0.500,0.797982,79.2123
2.491639,5.00,0.500,0.797996,79.2240
2.508361,5.00,0.500,0.798009,79.2356
2.525084,5.00,0.500,0.798023,79.2473
2.541806,5.00,0.500,0.798036,79.2589
2.558528,5.00,0.500,0.798049,79.2706
2.575251,5.00,0.500,0.798063,79.2822
2.591973,5.00,0.500,0.798076,79.2939
2.608696,5.00,0.500,0.798089,79.3055
2.625418,5.00,0.500,0.798103,79.3172
2.642140,5.00,0.500,0.798116,79.3289
2.658863,5.00,0.500,0.798129,79.3405
2.675585,5.00,0.500,0.798143,79.3522
2.692308,5.00,0.500,0.798156,79.3639
2.709030,5.00,0.500,0.798169,79.3756
2.725753,5.00,0.500,0.798183,79.3872
2.742475,5.00,0.500,0.798196,79.3989
2.759197,5.00,0.500,0.798209,79.4106
2.775920,5.00,0.500,0.798223,79.4223
2.792642,5.00,0.500,0.798236,79.4340
2.809365,5.00,0.500,0.798249,79.4457
2.826087,5.00,0.500,0.798263,79.4574
2.842809,5.00,0.500,0.798276,79.4691
2.859532,5.00,0.500,0.798289,79.4808
2.876254,5.00,0.500,0.798303,79.4925
2.892977,5.00,0.500,0.798316,79.5042
2.909699,5.00,0.500,0.798330,79.5159
2.926421,5.00,0.500,0.798343,79.5276
2.943144,5.00,0.500,0.798356,79.5393
2.959866,5.00,0.500,0.798370,79.5510
2.976589,5.00,0.500,0.798383,79.5627
2.993311,5.00,0.500,0.798396,79.5744
3.010033,5.00,0.500,0.798410,79.5862
3.026756,5.00,0.500,0.798423,79.5979
3.043478,5.00,0.500,0.798436,79.6096
3.060201,5.00,0.500,0.798450,79.6213
3.076923,5.00,0.500,0.798463,79.6331
3.093645,5.00,0.500,0.798476,79.6448
3.110368,5.00,0.500,0.798490,79.6566
3.127090,5.00,0.500,0.798503,79.6683
3.143813,5.00,0.500,0.798516,79.6800
3.160535,5.00,0.500,0.798530,79.6918
3.177258,5.00,0.500,0.798543,79.7035
3.193980,5.00,0.500,0.798556,79.7153
3.210702,5.00,0.500,0.798570,79.7270
3.227425,5.00,0.500,0.798583,79.7388
3.244147,5.00,0.500,0.798597,79.7506
3.260870,5.00,0.500,0.798610,79.7623
3.277592,5.00,0.500,0.798623,79.7741
3.294314,5.00,0.500,0.798637,79.7858
3.311037,5.00,0.500,0.798650,79.7976
3.327759,5.00,0.500,0.798663,79.8094
3.344482,5.00,0.500,0.798677,79.8212
3.361204,5.00,0.500,0.798690,79.8329
3.377926,5.00,0.500,0.798703,79.8447
3.394649,5.00,0.500,0.798717,79.8565
3.411371,5.00,0.500,0.798730,79.8683
3.428094,5.00,0.500,0.798743,79.8801
3.444816,5.00,0.500,0.798757,79.8919
3.461538,5.00,0.500,0.798770,79.9037
3.478261,5.00,0.500,0.798784,79.9155
3.494983,5.00,0.500,0.798797,79.9273
3.511706,5.00,0.500,0.798810,79.9391
3.528428,5.00,0.500,0.798824,79.9509
3.545151,5.00,0.500,0.798837,79.9627
3.561873,5.00,0.500,0.798850,79.9745
3.578595,5.00,0.500,0.798864,79.9863
3.595318,5.00,0.500,0.798877,79.9981
3.612040,5.00,0.500,0.798890,80.0099
3.628763,5.00,0.500,0.798904,80.0217
3.645485,5.00,0.500,0.798917,80.0336
3.662207,5.00,0.500,0.798930,80.0454
3.678930,5.00,0.500,0.798944,80.0572
3.695652,5.00,0.500,0.798957,80.0690
3.712375,5.00,0.500,0.798971,80.0809
3.729097,5.00,0.500,0.798984,80.0927
3.745819,5.00,0.500,0.798997,80.1045
3.762542,5.00,0.500,0.799011,80.1164
3.779264,5.00,0.500,0.799024,80.1282
3.795987,5.00,0.500,0.799037,80.1401
3.812709,5.00,0.500,0.799051,80.1519
3.829431,5.00,0.500,0.799064,80.1638
3.846154,5.00,0.500,0.799077,80.1756
3.862876,5.00,0.500,0.799091,80.1875
3.879599,5.00,0.500,0.799104,80.1993
3.896321,5.00,0.500,0.799118,80.2112
3.913043,5.00,0.500,0.799131,80.2231
3.929766,5.00,0.500,0.799144,80.2349
3.946488,5.00,0.500,0.799158,80.2468
3.963211,5.00,0.500,0.799171,80.2587
3.979933,5.00,0.500,0.799184,80.2706
3.996656,5.00,0.500,0.799198,80.2824
4.013378,5.00,0.500,0.799211,80.2943
4.030100,5.00,0.500,0.799224,80.3062
4.046823,5.00,0.500,0.799238,80.3181
4.063545,5.00,0.500,0.799251,80.3300
4.080268,5.00,0.500,0.799265,80.3419
4.096990,5.00,0.500,0.799278,80.3538
4.113712,5.00,0.500,0.799291,80.3657
4.130435,5.00,0.500,0.799305,80.3776
4.147157,5.00,0.500,0.799318,80.3895
4.163880,5.00,0.500,0.799331,80.4014
4.180602,5.00,0.500,0.799345,80.4133
4.197324,5.00,0.500,0.799358,80.4252
4.214047,5.00,0.500,0.799371,80.4371
4.230769,5.00,0.500,0.799385,80.4490
4.247492,5.00,0.500,0.799398,80.4609
4.264214,5.00,0.500,0.799412,80.4728
4.280936,5.00,0.500,0.799425,80.4848
4.297659,5.00,0.500,0.799438,80.4967
4.314381,5.00,0.500,0.799452,80.5086
4.331104,5.00,0.500,0.799465,80.5206
4.347826,5.00,0.500,0.799478,80.5325
4.364548,5.00,0.500,0.799492,80.5444
4.381271,5.00,0.500,0.799505,80.5564
4.397993,5.00,0.500,0.799519,80.5683
4.414716,5.00,0.500,0.799532,80.5802
4.431438,5.00,0.500,0.799545,80.5922
4.448161,5.00,0.500,0.799559,80.6041
4.464883,5.00,0.500,0.799572,80.6161
4.481605,5.00,0.500,0.799585,80.6281
4.498328,5.00,0.500,0.799599,80.6400
4.515050,5.00,0.500,0.799612,80.6520
4.531773,5.00,0.500,0.799626,80.6639
4.548495,5.00,0.500,0.799639,80.6759
4.565217,5.00,0.500,0.799652,80.6879
4.581940,5.00,0.500,0.799666,80.6998
4.598662,5.00,0.500,0.799679,80.7118
4.615385,5.00,0.500,0.799692,80.7238
4.632107,5.00,0.500,0.799706,80.7358
4.648829,5.00,0.500,0.799719,80.7478
4.665552,5.00,0.500,0.799732,80.7597
4.682274,5.00,0.500,0.799746,80.7717
4.698997,5.00,0.500,0.799759,80.7837
4.715719,5.00,0.500,0.799773,80.7957
4.732441,5.00,0.500,0.799786,80.8077
4.749164,5.00,0.500,0.799799,80.8197
4.765886,5.00,0.500,0.799813,80.8317
4.782609,5.00,0.500,0.799826,80.8437
4.799331,5.00,0.500,0.799839,80.8557
4.816054,5.00,0.500,0.799853,80.8677
4.832776,5.00,0.500,0.799866,80.8797
4.849498,5.00,0.500,0.799880,80.8917
4.866221,5.00,0.500,0.799893,80.9038
4.882943,5.00,0.500,0.799906,80.9158
4.899666,5.00,0.500,0.799920,80.9278
4.916388,5.00,0.500,0.799933,80.9398
4.933110,5.00,0.500,0.799946,80.9519
4.949833,5.00,0.500,0.799960,80.9639
4.966555,5.00,0.500,0.799973,80.9759
4.983278,5.00,0.500,0.799987,80.9880
5.000000,5.00,0.500,0.800000,81.0000
0.000000,5.00,2.000,0.784159,68.3280
0.016722,5.00,2.000,0.784211,68.3653
0.033445,5.00,2.000,0.784264,68.4026
0.050167,5.00,2.000,0.784316,68.4399
0.066890,5.00,2.000,0.784369,68.4772
0.083612,5.00,2.000,0.784421,68.5146
0.100334,5.00,2.000,0.784474,68.5520
0.117057,5.00,2.000,0.784526,68.5894
0.133779,5.00,2.000,0.784579,68.6268
0.150502,5.00,2.000,0.784631,68.6643
0.167224,5.00,2.000,0.784684,68.7018
0.183946,5.00,2.000,0.784736,68.7394
0.200669,5.00,2.000,0.784789,68.7770
0.217391,5.00,2.000,0.784841,68.8146
0.234114,5.00,2.000,0.784894,68.8522
0.250836,5.00,2.000,0.784946,68.8899
0.267559,5.00,2.000,0.784999,68.9276
0.284281,5.00,2.000,0.785051,68.9654
0.301003,5.00,2.000,0.785104,69.0031
0.317726,5.00,2.000,0.785156,69.0409
0.334448,5.00,2.000,0.785209,69.0788
0.351171,5.00,2.000,0.785261,69.1166
0.367893,5.00,2.000,0.785314,69.1545
0.384615,5.00,2.000,0.785366,69.1924
0.401338,5.00,2.000,0.785419,69.2304
0.418060,5.00,2.000,0.785471,69.2684
0.434783,5.00,2.000,0.785524,69.3064
0.451505,5.00,2.000,0.785576,69.3445
0.468227,5.00,2.000,0.785629,69.3826
0.484950,5.00,2.000,0.785682,69.4207
0.501672,5.00,2.000,0.785734,69.4588
0.518395,5.00,2.000,0.785787,69.4970
0.535117,5.00,2.000,0.785839,69.5352
0.551839,5.00,2.000,0.785892,69.5735
0.568562,5.00,2.000,0.785944,69.6117
0.585284,5.00,2.000,0.785997,69.6500
0.602007,5.00,2.000,0.786049,69.6884
0.618729,5.00,2.000,0.786102,69.7267
0.635452,5.00,2.000,0.786155,69.7651
0.652174,5.00,2.000,0.786207,69.8036
0.668896,5.00,2.000,0.786260,69.8420
0.685619,5.00,2.000,0.786312,69.8805
0.702341,5.00,2.000,0.786365,69.9191
0.719064,5.00,2.000,0.786418,69.9576
0.735786,5.00,2.000,0.786470,69.9962
0.752508,5.00,2.000,0.786523,70.0349
0.769231,5.00,2.000,0.786575,70.0735
0.785953,5.00,2.000,0.786628,70.1122
0.802676,5.00,2.000,0.786681,70.1509
0.819398,5.00,2.000,0.786733,70.1897
0.836120,5.00,2.000,0.786786,70.2285
0.852843,5.00,2.000,0.786839,70.2673
0.869565,5.00,2.000,0.786891,70.3062
0.886288,5.00,2.000,0.786944,70.3451
0.903010,5.00,2.000,0.786996,70.3840
0.919732,5.00,2.000,0.787049,70.4229
0.936455,5.00,2.000,0.787102,70.4619
0.953177,5.00,2.000,0.787154,70.5009
0.969900,5.00,2.000,0.787207,70.5400
0.986622,5.00,2.000,0.787260,70.5791
1.003344,5.00,2.000,0.787312,70.6182
1.020067,5.00,2.000,0.787365,70.6573
1.036789,5.00,2.000,0.787418,70.6965
1.053512,5.00,2.000,0.787470,70.7357
1.070234,5.00,2.000,0.787523,70.7750
1.086957,5.00,2.000,0.787576,70.8143
1.103679,5.00,2.000,0.787628,70.8536
1.120401,5.00,2.000,0.787681,70.8929
1.137124,5.00,2.000,0.787734,70.9323
1.153846,5.00,2.000,0.787786,70.9717
1.170569,5.00,2.000,0.787839,71.0112
1.187291,5.00,2.000,0.787892,71.0506
1.204013,5.00,2.000,0.787945,71.0902
1.220736,5.00,2.000,0.787997,71.1297
1.237458,5.00,2.000,0.788050,71.1693
1.254181,5.00,2.000,0.788103,71.2089
1.270903,5.00,2.000,0.788155,71.2485
1.287625,5.00,2.000,0.788208,71.2882
1.304348,5.00,2.000,0.788261,71.3279
1.321070,5.00,2.000,0.788314,71.3677
1.337793,5.00,2.000,0.788366,71.4075
1.354515,5.00,2.000,0.788419,71.4473
1.371237,5.00,2.000,0.788472,71.4871
1.387960,5.00,2.000,0.788525,71.5270
1.404682,5.00,2.000,0.788577,71.5669
1.421405,5.00,2.000,0.788630,71.6069
1.438127,5.00,2.000,0.788683,71.6468
1.454849,5.00,2.000,0.788736,71.6869
1.471572,5.00,2.000,0.788788,71.7269
1.488294,5.00,2.000,0.788841,71.7670
1.505017,5.00,2.000,0.788894,71.8071
1.521739,5.00,2.000,0.788947,71.8473
1.538462,5.00,2.000,0.788999,71.8874
1.555184,5.00,2.000,0.789052,71.9277
1.571906,5.00,2.000,0.789105,71.9679
1.588629,5.00,2.000,0.789158,72.0082
1.605351,5.00,2.000,0.789211,72.0485
1.622074,5.00,2.000,0.789263,72.0889
1.638796,5.00,2.000,0.789316,72.1293
1.655518,5.00,2.000,0.789369,72.1697
1.672241,5.00,2.000,0.789422,72.2102
1.688963,5.00,2.000,0.789475,72.2507
1.705686,5.00,2.000,0.789527,72.2912
1.722408,5.00,2.000,0.789580,72.3317
1.739130,5.00,2.000,0.789633,72.3723
1.755853,5.00,2.000,0.789686,72.4130
1.772575,5.00,2.000,0.789739,72.4536
1.789298,5.00,2.000,0.789791,72.4943
1.806020,5.00,2.000,0.789844,72.5351
1.822742,5.00,2.000,0.789897,72.5758
1.839465,5.00,2.000,0.789950,72.6166
1.856187,5.00,2.000,0.790003,72.6575
1.872910,5.00,2.000,0.790056,72.6984
1.889632,5.00,2.000,0.790108,72.7393
1.906355,5.00,2.000,0.790161,72.7802
1.923077,5.00,2.000,0.790214,72.8212
1.939799,5.00,2.000,0.790267,72.8622
1.956522,5.00,2.000,0.790320,72.9033
1.973244,5.00,2.000,0.790373,72.9443
1.989967,5.00,2.000,0.790426,72.9855
2.006689,5.00,2.000,0.790479,73.0266
2.023411,5.00,2.000,0.790531,73.0678
2.040134,5.00,2.000,0.790584,73.1090
2.056856,5.00,2.000,0.790637,73.1503
2.073579,5.00,2.000,0.790690,73.1916
2.090301,5.00,2.000,0.790743,73.2329
2.107023,5.00,2.000,0.790796,73.2743
2.123746,5.00,2.000,0.790849,73.3157
2.140468,5.00,2.000,0.790902,73.3571
2.157191,5.00,2.000,0.790955,73.3986
2.173913,5.00,2.000,0.791007,73.4401
2.190635,5.00,2.000,0.791060,73.4816
2.207358,5.00,2.000,0.791113,73.5232
2.224080,5.00,2.000,0.791166,73.5648
2.240803,5.00,2.000,0.791219,73.6065
2.257525,5.00,2.000,0.791272,73.6481
2.274247,5.00,2.000,0.791325,73.6899
2.290970,5.00,2.000,0.791378,73.7316
2.307692,5.00,2.000,0.791431,73.7734
2.324415,5.00,2.000,0.791484,73.8152
2.341137,5.00,2.000,0.791537,73.8571
2.357860,5.00,2.000,0.791590,73.8990
2.374582,5.00,2.000,0.791643,73.9409
2.391304,5.00,2.000,0.791696,73.9829
2.408027,5.00,2.000,0.791749,74.0249
2.424749,5.00,2.000,0.791801,74.0670
2.441472,5.00,2.000,0.791854,74.1091
2.458194,5.00,2.000,0.791907,74.1512
2.474916,5.00,2.000,0.791960,74.1933
2.491639,5.00,2.000,0.792013,74.2355
2.508361,5.00,2.000,0.792066,74.2777
2.525084,5.00,2.000,0.792119,74.3200
2.541806,5.00,2.000,0.792172,74.3623
2.558528,5.00,2.000,0.792225,74.4046
2.575251,5.00,2.000,0.792278,74.4470
2.591973,5.00,2.000,0.792331,74.4894
2.608696,5.00,2.000,0.792384,74.5319
2.625418,5.00,2.000,0.792437,74.5743
2.642140,5.00,2.000,0.792490,74.6168
2.658863,5.00,2.000,0.792543,74.6594
2.675585,5.00,2.000,0.792596,74.7020
2.692308,5.00,2.000,0.792649,74.7446
2.709030,5.00,2.000,0.792702,74.7873
2.725753,5.00,2.000,0.792755,74.8300
2.742475,5.00,2.000,0.792808,74.8727
2.759197,5.00,2.000,0.792861,74.9155
2.775920,5.00,2.000,0.792915,74.9583
2.792642,5.00,2.000,0.792968,75.0012
2.809365,5.00,2.000,0.793021,75.0440
2.826087,5.00,2.000,0.793074,75.0870
2.842809,5.00,2.000,0.793127,75.1299
2.859532,5.00,2.000,0.793180,75.1729
2.876254,5.00,2.000,0.793233,75.2160
2.892977,5.00,2.000,0.793286,75.2590
2.909699,5.00,2.000,0.793339,75.3021
2.926421,5.00,2.000,0.793392,75.3453
2.943144,5.00,2.000,0.793445,75.3885
2.959866,5.00,2.000,0.793498,75.4317
2.976589,5.00,2.000,0.793551,75.4750
2.993311,5.00,2.000,0.793604,75.5183
3.010033,5.00,2.000,0.793657,75.5616
3.026756,5.00,2.000,0.793710,75.6050
3.043478,5.00,2.000,0.793764,75.6484
3.060201,5.00,2.000,0.793817,75.6918
3.076923,5.00,2.000,0.793870,75.7353
3.093645,5.00,2.000,0.793923,75.7788
3.110368,5.00,2.000,0.793976,75.8224
3.127090,5.00,2.000,0.794029,75.8660
3.143813,5.00,2.000,0.794082,75.9096
3.160535,5.00,2.000,0.794135,75.9533
3.177258,5.00,2.000,0.794188,75.9970
3.193980,5.00,2.000,0.794242,76.0408
3.210702,5.00,2.000,0.794295,76.0846
3.227425,5.00,2.000,0.794348,76.1284
3.244147,5.00,2.000,0.794401,76.1723
3.260870,5.00,2.000,0.794454,76.2162
3.277592,5.00,2.000,0.794507,76.2601
3.294314,5.00,2.000,0.794560,76.3041
3.311037,5.00,2.000,0.794614,76.3481
3.327759,5.00,2.000,0.794667,76.3922
3.344482,5.00,2.000,0.794720,76.4363
3.361204,5.00,2.000,0.794773,76.4804
3.377926,5.00,2.000,0.794826,76.5246
3.394649,5.00,2.000,0.794879,76.5688
3.411371,5.00,2.000,0.794933,76.6130
3.428094,5.00,2.000,0.794986,76.6573
3.444816,5.00,2.000,0.795039,76.7016
3.461538,5.00,2.000,0.795092,76.7460
3.478261,5.00,2.000,0.795145,76.7904
3.494983,5.00,2.000,0.795198,76.8349
3.511706,5.00,2.000,0.795252,76.8793
3.528428,5.00,2.000,0.795305,76.9239
3.545151,5.00,2.000,0.795358,76.9684
3.561873,5.00,2.000,0.795411,77.0130
3.578595,5.00,2.000,0.795464,77.0577
3.595318,5.00,2.000,0.795518,77.1023
3.612040,5.00,2.000,0.795571,77.1471
3.628763,5.00,2.000,0.795624,77.1918
3.645485,5.00,2.000,0.795677,77.2366
3.662207,5.00,2.000,0.795730,77.2814
3.678930,5.00,2.000,0.795784,77.3263
3.695652,5.00,2.000,0.795837,77.3712
3.712375,5.00,2.000,0.795890,77.4162
3.729097,5.00,2.000,0.795943,77.4612
3.745819,5.00,2.000,0.795997,77.5062
3.762542,5.00,2.000,0.796050,77.5513
3.779264,5.00,2.000,0.796103,77.5964
3.795987,5.00,2.000,0.796156,77.6416
3.812709,5.00,2.000,0.796210,77.6867
3.829431,5.00,2.000,0.796263,77.7320
3.846154,5.00,2.000,0.796316,77.7773
3.862876,5.00,2.000,0.796369,77.8226
3.879599,5.00,2.000,0.796423,77.8679
3.896321,5.00,2.000,0.796476,77.9133
3.913043,5.00,2.000,0.796529,77.9587
3.929766,5.00,2.000,0.796583,78.0042
3.946488,5.00,2.000,0.796636,78.0497
3.963211,5.00,2.000,0.796689,78.0953
3.979933,5.00,2.000,0.796742,78.1409
3.996656,5.00,2.000,0.796796,78.1865
4.013378,5.00,2.000,0.796849,78.2322
4.030100,5.00,2.000,0.796902,78.2779
4.046823,5.00,2.000,0.796956,78.3236
4.063545,5.00,2.000,0.797009,78.3694
4.080268,5.00,2.000,0.797062,78.4153
4.096990,5.00,2.000,0.797116,78.4611
4.113712,5.00,2.000,0.797169,78.5071
4.130435,5.00,2.000,0.797222,78.5530
4.147157,5.00,2.000,0.797276,78.5990
4.163880,5.00,2.000,0.797329,78.6450
4.180602,5.00,2.000,0.797382,78.6911
4.197324,5.00,2.000,0.797436,78.7372
4.214047,5.00,2.000,0.797489,78.7834
4.230769,5.00,2.000,0.797542,78.8296
4.247492,5.00,2.000,0.797596,78.8759
4.264214,5.00,2.000,0.797649,78.9221
4.280936,5.00,2.000,0.797702,78.9685
4.297659,5.00,2.000,0.797756,79.0148
4.314381,5.00,2.000,0.797809,79.0612
4.331104,5.00,2.000,0.797862,79.1077
4.347826,5.00,2.000,0.797916,79.1542
4.364548,5.00,2.000,0.797969,79.2007
4.381271,5.00,2.000,0.798023,79.2473
4.397993,5.00,2.000,0.798076,79.2939
4.414716,5.00,2.000,0.798129,79.3405
4.431438,5.00,2.000,0.798183,79.3872
4.448161,5.00,2.000,0.798236,79.4340
4.464883,5.00,2.000,0.798289,79.4808
4.481605,5.00,2.000,0.798343,79.5276
4.498328,5.00,2.000,0.798396,79.5744
4.515050,5.00,2.000,0.798450,79.6213
4.531773,5.00,2.000,0.798503,79.6683
4.548495,5.00,2.000,0.798556,79.7153
4.565217,5.00,2.000,0.798610,79.7623
4.581940,5.00,2.000,0.798663,79.8094
4.598662,5.00,2.000,0.798717,79.8565
4.615385,5.00,2.000,0.798770,79.9037
4.632107,5.00,2.000,0.798824,79.9509
4.648829,5.00,2.000,0.798877,79.9981
4.665552,5.00,2.000,0.798930,80.0454
4.682274,5.00,2.000,0.798984,80.0927
4.698997,5.00,2.000,0.799037,80.1401
4.715719,5.00,2.000,0.799091,80.1875
4.732441,5.00,2.000,0.799144,80.2349
4.749164,5.00,2.000,0.799198,80.2824
4.765886,5.00,2.000,0.799251,80.3300
4.782609,5.00,2.000,0.799305,80.3776
4.799331,5.00,2.000,0.799358,80.4252
4.816054,5.00,2.000,0.799412,80.4728
4.832776,5.00,2.000,0.799465,80.5206
4.849498,5.00,2.000,0.799519,80.5683
4.866221,5.00,2.000,0.799572,80.6161
4.882943,5.00,2.000,0.799626,80.6639
4.899666,5.00,2.000,0.799679,80.7118
4.916388,5.00,2.000,0.799732,80.7597
4.933110,5.00,2.000,0.799786,80.8077
4.949833,5.00,2.000,0.799839,80.8557
4.966555,5.00,2.000,0.799893,80.9038
4.983278,5.00,2.000,0.799946,80.9519
5.000000,5.00,2.000,0.800000,81.0000
0.000000,10.00,0.010,0.799840,80.8562
0.033445,10.00,0.010,0.799841,80.8567
0.066890,10.00,0.010,0.799841,80.8572
0.100334,10.00,0.010,0.799842,80.8576
0.133779,10.00,0.010,0.799842,80.8581
0.167224,10.00,0.010,0.799843,80.8586
0.200669,10.00,0.010,0.799843,80.8591
0.234114,10.00,0.010,0.799844,80.8596
0.267559,10.00,0.010,0.799844,80.8600
0.301003,10.00,0.010,0.799845,80.8605
0.334448,10.00,0.010,0.799845,80.8610
0.367893,10.00,0.010,0.799846,80.8615
0.401338,10.00,0.010,0.799846,80.8620
0.434783,10.00,0.010,0.799847,80.8624
0.468227,10.00,0.010,0.799848,80.8629
0.501672,10.00,0.010,0.799848,80.8634
0.535117,10.00,0.010,0.799849,80.8639
0.568562,10.00,0.010,0.799849,80.8644
0.602007,10.00,0.010,0.799850,80.8648
0.635452,10.00,0.010,0.799850,80.8653
0.668896,10.00,0.010,0.799851,80.8658
0.702341,10.00,0.010,0.799851,80.8663
0.735786,10.00,0.010,0.799852,80.8668
0.769231,10.00,0.010,0.799852,80.8672
0.802676,10.00,0.010,0.799853,80.8677
0.836120,10.00,0.010,0.799853,80.8682
0.869565,10.00,0.010,0.799854,80.8687
0.903010,10.00,0.010,0.799854,80.8692
0.936455,10.00,0.010,0.799855,80.8696
0.969900,10.00,0.010,0.799856,80.8701
1.003344,10.00,0.010,0.799856,80.8706
1.036789,10.00,0.010,0.799857,80.8711
1.070234,10.00,0.010,0.799857,80.8716
1.103679,10.00,0.010,0.799858,80.8720
1.137124,10.00,0.010,0.799858,80.8725
1.170569,10.00,0.010,0.799859,80.8730
1.204013,10.00,0.010,0.799859,80.8735
1.237458,10.00,0.010,0.799860,80.8740
1.270903,10.00,0.010,0.799860,80.8744
1.304348,10.00,0.010,0.799861,80.8749
1.337793,10.00,0.010,0.799861,80.8754
1.371237,10.00,0.010,0.799862,80.8759
1.404682,10.00,0.010,0.799862,80.8764
1.438127,10.00,0.010,0.799863,80.8769
1.471572,10.00,0.010,0.799864,80.8773
1.505017,10.00,0.010,0.799864,80.8778
1.538462,10.00,0.010,0.799865,80.8783
1.571906,10.00,0.010,0.799865,80.8788
1.605351,10.00,0.010,0.799866,80.8793
1.638796,10.00,0.010,0.799866,80.8797
1.672241,10.00,0.010,0.799867,80.8802
1.705686,10.00,0.010,0.799867,80.8807
1.739130,10.00,0.010,0.799868,80.8812
1.772575,10.00,0.010,0.799868,80.8817
1.806020,10.00,0.010,0.799869,80.8821
1.839465,10.00,0.010,0.799869,80.8826
1.872910,10.00,0.010,0.799870,80.8831
1.906355,10.00,0.010,0.799871,80.8836
1.939799,10.00,0.010,0.799871,80.8841
1.973244,10.00,0.010,0.799872,80.8845
2.006689,10.00,0.010,0.799872,80.8850
2.040134,10.00,0.010,0.799873,80.8855
2.073579,10.00,0.010,0.799873,80.8860
2.107023,10.00,0.010,0.799874,80.8865
2.140468,10.00,0.010,0.799874,80.8869
2.173913,10.00,0.010,0.799875,80.8874
2.207358,10.00,0.010,0.799875,80.8879
2.240803,10.00,0.010,0.799876,80.8884
2.274247,10.00,0.010,0.799876,80.8889
2.307692,10.00,0.010,0.799877,80.8893
2.341137,10.00,0.010,0.799877,80.8898
2.374582,10.00,0.010,0.799878,80.8903
2.408027,10.00,0.010,0.799879,80.8908
2.441472,10.00,0.010,0.799879,80.8913
2.474916,10.00,0.010,0.799880,80.8917
2.508361,10.00,0.010,0.799880,80.8922
2.541806,10.00,0.010,0.799881,80.8927
2.575251,10.00,0.010,0.799881,80.8932
2.608696,10.00,0.010,0.799882,80.8937
2.642140,10.00,0.010,0.799882,80.8942
2.675585,10.00,0.010,0.799883,80.8946
2.709030,10.00,0.010,0.799883,80.8951
2.742475,10.00,0.010,0.799884,80.8956
2.775920,10.00,0.010,0.799884,80.8961
2.809365,10.00,0.010,0.799885,80.8966
2.842809,10.00,0.010,0.799885,80.8970
2.876254,10.00,0.010,0.799886,80.8975
2.909699,10.00,0.010,0.799887,80.8980
2.943144,10.00,0.010,0.799887,80.8985
