L_mm,r_abs,contrast_dB,contrast_linear,n_mode,S_mid
11.8543,0.8644,22.7572,188.6772,12,0.864278
11.9749,0.8644,22.7573,188.6815,12,0.864279
12.0955,0.8644,22.7574,188.6858,12,0.864281
12.2161,0.8644,22.7575,188.6899,12,0.864282
12.3367,0.8644,22.7576,188.6940,12,0.864283
12.4573,0.8644,22.7577,188.6980,12,0.864285
12.5779,0.8644,22.7561,188.6315,13,0.864262
12.6985,0.8644,22.7562,188.6360,13,0.864264
12.8191,0.8644,22.7563,188.6405,13,0.864265
12.9397,0.8644,22.7564,188.6448,13,0.864267
13.0603,0.8644,22.7565,188.6491,13,0.864268
13.1809,0.8644,22.7566,188.6533,13,0.864270
13.3015,0.8644,22.7567,188.6574,13,0.864271
13.4221,0.8644,22.7568,188.6615,13,0.864273
13.5427,0.8644,22.7553,188.5948,14,0.864250
13.6633,0.8644,22.7554,188.5993,14,0.864252
13.7839,0.8644,22.7555,188.6038,14,0.864253
13.9045,0.8644,22.7556,188.6082,14,0.864255
14.0251,0.8644,22.7557,188.6124,14,0.864256
14.1457,0.8644,22.7558,188.6167,14,0.864257
14.2663,0.8644,22.7559,188.6208,14,0.864259
14.3869,0.8644,22.7560,188.6249,14,0.864260
14.5075,0.8644,22.7545,188.5581,15,0.864238
14.6281,0.8644,22.7546,188.5626,15,0.864239
14.7487,0.8644,22.7547,188.5671,15,0.864241
14.8693,0.8644,22.7548,188.5715,15,0.864242
14.9899,0.8644,22.7549,188.5758,15,0.864244
15.1106,0.8644,22.7550,188.5800,15,0.864245
15.2312,0.8644,22.7551,188.5842,15,0.864247
15.3518,0.8644,22.7551,188.5883,15,0.864248
15.4724,0.8644,22.7552,188.5924,15,0.864249
15.5930,0.8644,22.7537,188.5260,16,0.864227
15.7136,0.8644,22.7538,188.5304,16,0.864229
15.8342,0.8644,22.7539,188.5348,16,0.864230
15.9548,0.8644,22.7540,188.5391,16,0.864231
16.0754,0.8644,22.7541,188.5434,16,0.864233
16.1960,0.8644,22.7542,188.5476,16,0.864234
16.3166,0.8644,22.7543,188.5517,16,0.864236
16.4372,0.8644,22.7544,188.5558,16,0.864237
16.5578,0.8644,22.7529,188.4893,17,0.864215
16.6784,0.8644,22.7530,188.4938,17,0.864216
16.7990,0.8644,22.7531,188.4982,17,0.864218
16.9196,0.8644,22.7532,188.5025,17,0.864219
17.0402,0.8644,22.7533,188.5068,17,0.864221
17.1608,0.8644,22.7534,188.5110,17,0.864222
17.2814,0.8644,22.7535,188.5151,17,0.864223
17.4020,0.8644,22.7536,188.5192,17,0.864225
17.5226,0.8644,22.7520,188.4526,18,0.864202
17.6432,0.8644,22.7521,188.4571,18,0.864204
17.7638,0.8644,22.7522,188.4615,18,0.864205
17.8844,0.8644,22.7523,188.4659,18,0.864207
18.0050,0.8644,22.7524,188.4701,18,0.864208
18.1256,0.8644,22.7525,188.4744,18,0.864210
18.2462,0.8644,22.7526,188.4786,18,0.864211
18.3668,0.8644,22.7527,188.4827,18,0.864213
18.4874,0.8644,22.7528,188.4868,18,0.864214
18.6080,0.8644,22.7513,188.4204,19,0.864192
18.7286,0.8644,22.7514,188.4249,19,0.864193
18.8492,0.8644,22.7515,188.4292,19,0.864195
18.9698,0.8644,22.7516,188.4335,19,0.864196
19.0905,0.8644,22.7517,188.4378,19,0.864197
19.2111,0.8644,22.7518,188.4420,19,0.864199
19.3317,0.8644,22.7519,188.4461,19,0.864200
19.4523,0.8644,22.7520,188.4502,19,0.864202
19.5729,0.8644,22.7504,188.3838,20,0.864179
19.6935,0.8644,22.7505,188.3882,20,0.864181
19.8141,0.8644,22.7506,188.3926,20,0.864182
19.9347,0.8644,22.7507,188.3969,20,0.864184
20.0553,0.8644,22.7508,188.4012,20,0.864185
20.1759,0.8644,22.7509,188.4054,20,0.864187
20.2965,0.8644,22.7510,188.4096,20,0.864188
20.4171,0.8644,22.7511,188.4137,20,0.864189
20.5377,0.8644,22.7496,188.3472,21,0.864167
20.6583,0.8644,22.7497,188.3516,21,0.864168
20.7789,0.8644,22.7498,188.3560,21,0.864170
20.8995,0.8644,22.7499,188.3603,21,0.864171
21.0201,0.8644,22.7500,188.3646,21,0.864173
21.1407,0.8644,22.7501,188.3688,21,0.864174
21.2613,0.8644,22.7502,188.3730,21,0.864176
21.3819,0.8644,22.7503,188.3771,21,0.864177
21.5025,0.8644,22.7487,188.3106,22,0.864155
21.6231,0.8644,22.7488,188.3150,22,0.864156
21.7437,0.8644,22.7490,188.3194,22,0.864158
21.8643,0.8644,22.7491,188.3237,22,0.864159
21.9849,0.8644,22.7491,188.3280,22,0.864161
22.1055,0.8644,22.7492,188.3323,22,0.864162
22.2261,0.8644,22.7493,188.3365,22,0.864163
22.3467,0.8644,22.7494,188.3406,22,0.864165
22.4673,0.8644,22.7495,188.3447,22,0.864166
22.5879,0.8644,22.7480,188.2784,23,0.864144
22.7085,0.8644,22.7481,188.2828,23,0.864145
22.8291,0.8644,22.7482,188.2871,23,0.864147
22.9497,0.8644,22.7483,188.2914,23,0.864148
23.0704,0.8644,22.7484,188.2957,23,0.864150
23.1910,0.8644,22.7485,188.2999,23,0.864151
23.3116,0.8644,22.7486,188.3041,23,0.864153
23.4322,0.8644,22.7487,188.3082,23,0.864154
23.5528,0.8644,22.7472,188.2418,24,0.864132
23.6734,0.8644,22.7473,188.2462,24,0.864133
23.7940,0.8644,22.7474,188.2506,24,0.864135
23.9146,0.8644,22.7475,188.2549,24,0.864136
24.0352,0.8644,22.7476,188.2591,24,0.864137
24.1558,0.8644,22.7477,188.2634,24,0.864139
24.2764,0.8644,22.7478,188.2675,24,0.864140
24.3970,0.8644,22.7479,188.2717,24,0.864142
24.5176,0.8644,22.7463,188.2052,25,0.864119
24.6382,0.8644,22.7464,188.2096,25,0.864121
24.7588,0.8644,22.7465,188.2140,25,0.864122
24.8794,0.8644,22.7466,188.2183,25,0.864124
25.0000,0.8644,22.7467,188.2226,25,0.864125
1.0000,0.8669,22.9369,196.6499,1,0.866873
1.1206,0.8669,22.9370,196.6540,1,0.866874
1.2412,0.8669,22.9371,196.6573,1,0.866875
1.3618,0.8669,22.9372,196.6600,1,0.866876
1.4824,0.8669,22.9372,196.6622,1,0.866876
1.6030,0.8669,22.9357,196.5936,2,0.866855
1.7236,0.8669,22.9358,196.6001,2,0.866857
1.8442,0.8669,22.9360,196.6059,2,0.866859
1.9648,0.8669,22.9361,196.6109,2,0.866860
2.0854,0.8669,22.9362,196.6153,2,0.866862
2.2060,0.8669,22.9363,196.6193,2,0.866863
2.3266,0.8669,22.9363,196.6228,2,0.866864
2.4472,0.8669,22.9364,196.6260,2,0.866865
2.5678,0.8669,22.9349,196.5555,3,0.866843
2.6884,0.8669,22.9350,196.5614,3,0.866845
2.8090,0.8669,22.9351,196.5668,3,0.866846
2.9296,0.8669,22.9352,196.5718,3,0.866848
3.0503,0.8669,22.9353,196.5764,3,0.866849
3.1709,0.8669,22.9354,196.5806,3,0.866851
3.2915,0.8669,22.9355,196.5845,3,0.866852
3.4121,0.8669,22.9356,196.5882,3,0.866853
3.5327,0.8669,22.9340,196.5169,4,0.866830
3.6533,0.8669,22.9341,196.5225,4,0.866832
3.7739,0.8669,22.9342,196.5278,4,0.866834
3.8945,0.8669,22.9343,196.5328,4,0.866835
4.0151,0.8669,22.9345,196.5374,4,0.866837
4.1357,0.8669,22.9345,196.5418,4,0.866838
4.2563,0.8669,22.9346,196.5459,4,0.866840
4.3769,0.8669,22.9347,196.5498,4,0.866841
4.4975,0.8669,22.9348,196.5535,4,0.866842
4.6181,0.8669,22.9333,196.4836,5,0.866820
4.7387,0.8669,22.9334,196.4888,5,0.866822
4.8593,0.8669,22.9335,196.4937,5,0.866823
4.9799,0.8669,22.9336,196.4984,5,0.866825
5.1005,0.8669,22.9337,196.5029,5,0.866826
5.2211,0.8669,22.9338,196.5071,5,0.866827
5.3417,0.8669,22.9339,196.5112,5,0.866829
5.4623,0.8669,22.9340,196.5151,5,0.866830
5.5829,0.8669,22.9324,196.4446,6,0.866808
5.7035,0.8669,22.9325,196.4498,6,0.866809
5.8241,0.8669,22.9326,196.4547,6,0.866811
5.9447,0.8669,22.9327,196.4594,6,0.866812
6.0653,0.8669,22.9328,196.4639,6,0.866814
6.1859,0.8669,22.9329,196.4683,6,0.866815
6.3065,0.8669,22.9330,196.4725,6,0.866816
6.4271,0.8669,22.9331,196.4765,6,0.866818
6.5477,0.8669,22.9315,196.4057,7,0.866795
6.6683,0.8669,22.9317,196.4107,7,0.866797
6.7889,0.8669,22.9318,196.4157,7,0.866798
6.9095,0.8669,22.9319,196.4204,7,0.866800
7.0302,0.8669,22.9320,196.4250,7,0.866801
7.1508,0.8669,22.9321,196.4294,7,0.866803
7.2714,0.8669,22.9322,196.4337,7,0.866804
7.3920,0.8669,22.9323,196.4378,7,0.866805
7.5126,0.8669,22.9307,196.3667,8,0.866783
7.6332,0.8669,22.9308,196.3717,8,0.866785
7.7538,0.8669,22.9309,196.3767,8,0.866786
7.8744,0.8669,22.9310,196.3814,8,0.866788
7.9950,0.8669,22.9311,196.3860,8,0.866789
8.1156,0.8669,22.9312,196.3905,8,0.866790
8.2362,0.8669,22.9313,196.3948,8,0.866792
8.3568,0.8669,22.9314,196.3991,8,0.866793
8.4774,0.8669,22.9315,196.4032,8,0.866794
8.5980,0.8669,22.9299,196.3327,9,0.866772
8.7186,0.8669,22.9300,196.3377,9,0.866774
8.8392,0.8669,22.9301,196.3424,9,0.866775
8.9598,0.8669,22.9302,196.3471,9,0.866777
9.0804,0.8669,22.9303,196.3516,9,0.866778
9.2010,0.8669,22.9304,196.3560,9,0.866780
9.3216,0.8669,22.9305,196.3603,9,0.866781
9.4422,0.8669,22.9306,196.3644,9,0.866782
9.5628,0.8669,22.9291,196.2938,10,0.866760
9.6834,0.8669,22.9292,196.2987,10,0.866761
9.8040,0.8669,22.9293,196.3034,10,0.866763
9.9246,0.8669,22.9294,196.3081,10,0.866764
10.0452,0.8669,22.9295,196.3127,10,0.866766
10.1658,0.8669,22.9296,196.3171,10,0.866767
10.2864,0.8669,22.9297,196.3214,10,0.866769
10.4070,0.8669,22.9298,196.3257,10,0.866770
10.5276,0.8669,22.9282,196.2548,11,0.866747
10.6482,0.8669,22.9283,196.2597,11,0.866749
10.7688,0.8669,22.9284,196.2645,11,0.866751
10.8894,0.8669,22.9285,196.2692,11,0.866752
11.0101,0.8669,22.9286,196.2737,11,0.866753
11.1307,0.8669,22.9287,196.2782,11,0.866755
11.2513,0.8669,22.9288,196.2826,11,0.866756
11.3719,0.8669,22.9289,196.2869,11,0.866758
11.4925,0.8669,22.9290,196.2911,11,0.866759
11.6131,0.8669,22.9274,196.2207,12,0.866737
11.7337,0.8669,22.9276,196.2255,12,0.866738
11.8543,0.8669,22.9277,196.2302,12,0.866740
11.9749,0.8669,22.9278,196.2348,12,0.866741
12.0955,0.8669,22.9279,196.2393,12,0.866743
12.2161,0.8669,22.9280,196.2437,12,0.866744
12.3367,0.8669,22.9281,196.2481,12,0.866745
12.4573,0.8669,22.9281,196.2523,12,0.866747
12.5779,0.8669,22.9266,196.1818,13,0.866724
12.6985,0.8669,22.9267,196.1866,13,0.866726
12.8191,0.8669,22.9268,196.1913,13,0.866727
12.9397,0.8669,22.9269,196.1959,13,0.866729
13.0603,0.8669,22.9270,196.2004,13,0.866730
13.1809,0.8669,22.9271,196.2049,13,0.866732
13.3015,0.8669,22.9272,196.2092,13,0.866733
13.4221,0.8669,22.9273,196.2135,13,0.866734
13.5427,0.8669,22.9257,196.1428,14,0.866712
13.6633,0.8669,22.9258,196.1476,14,0.866714
13.7839,0.8669,22.9259,196.1523,14,0.866715
13.9045,0.8669,22.9260,196.1570,14,0.866716
14.0251,0.8669,22.9261,196.1615,14,0.866718
14.1457,0.8669,22.9262,196.1660,14,0.866719
14.2663,0.8669,22.9263,196.1704,14,0.866721
14.3869,0.8669,22.9264,196.1747,14,0.866722
14.5075,0.8669,22.9249,196.1039,15,0.866700
14.6281,0.8669,22.9250,196.1087,15,0.866701
14.7487,0.8669,22.9251,196.1134,15,0.866703
14.8693,0.8669,22.9252,196.1181,15,0.866704
14.9899,0.8669,22.9253,196.1226,15,0.866706
15.1106,0.8669,22.9254,196.1271,15,0.866707
15.2312,0.8669,22.9255,196.1316,15,0.866708
15.3518,0.8669,22.9256,196.1359,15,0.866710
15.4724,0.8669,22.9257,196.1402,15,0.866711
15.5930,0.8669,22.9241,196.0698,16,0.866689
15.7136,0.8669,22.9242,196.0745,16,0.866690
15.8342,0.8669,22.9243,196.0792,16,0.866692
15.9548,0.8669,22.9244,196.0838,16,0.866693
16.0754,0.8669,22.9245,196.0883,16,0.866695
16.1960,0.8669,22.9246,196.0927,16,0.866696
16.3166,0.8669,22.9247,196.0971,16,0.866697
16.4372,0.8669,22.9248,196.1014,16,0.866699
16.5578,0.8669,22.9232,196.0309,17,0.866676
16.6784,0.8669,22.9233,196.0356,17,0.866678
16.7990,0.8669,22.9235,196.0403,17,0.866679
16.9196,0.8669,22.9236,196.0449,17,0.866681
17.0402,0.8669,22.9237,196.0494,17,0.866682
17.1608,0.8669,22.9238,196.0539,17,0.866684
17.2814,0.8669,22.9239,196.0583,17,0.866685
17.4020,0.8669,22.9239,196.0627,17,0.866687
17.5226,0.8669,22.9224,195.9920,18,0.866664
17.6432,0.8669,22.9225,195.9967,18,0.866666
17.7638,0.8669,22.9226,196.0014,18,0.866667
17.8844,0.8669,22.9227,196.0060,18,0.866669
18.0050,0.8669,22.9228,196.0106,18,0.866670
18.1256,0.8669,22.9229,196.0151,18,0.866671
18.2462,0.8669,22.9230,196.0195,18,0.866673
18.3668,0.8669,22.9231,196.0239,18,0.866674
18.4874,0.8669,22.9232,196.0282,18,0.866676
18.6080,0.8669,22.9216,195.9579,19,0.866653
18.7286,0.8669,22.9217,195.9625,19,0.866655
18.8492,0.8669,22.9218,195.9672,19,0.866656
18.9698,0.8669,22.9219,195.9717,19,0.866658
19.0905,0.8669,22.9220,195.9762,19,0.866659
19.2111,0.8669,22.9221,195.9807,19,0.866661
19.3317,0.8669,22.9222,195.9851,19,0.866662
19.4523,0.8669,22.9223,195.9894,19,0.866663
19.5729,0.8669,22.9208,195.9190,20,0.866641
19.6935,0.8669,22.9209,195.9237,20,0.866642
19.8141,0.8669,22.9210,195.9283,20,0.866644
19.9347,0.8669,22.9211,195.9329,20,0.866645
20.0553,0.8669,22.9212,195.9374,20,0.866647
20.1759,0.8669,22.9213,195.9419,20,0.866648
20.2965,0.8669,22.9214,195.9463,20,0.866650
20.4171,0.8669,22.9215,195.9507,20,0.866651
20.5377,0.8669,22.9199,195.8801,21,0.866629
20.6583,0.8669,22.9200,195.8848,21,0.866630
20.7789,0.8669,22.9201,195.8895,21,0.866632
20.8995,0.8669,22.9202,195.8941,21,0.866633
21.0201,0.8669,22.9203,195.8986,21,0.866634
21.1407,0.8669,22.9204,195.9031,21,0.866636
21.2613,0.8669,22.9205,195.9075,21,0.866637
21.3819,0.8669,22.9206,195.9119,21,0.866639
21.5025,0.8669,22.9190,195.8413,22,0.866616
21.6231,0.8669,22.9191,195.8460,22,0.866618
21.7437,0.8669,22.9192,195.8506,22,0.866619
21.8643,0.8669,22.9194,195.8552,22,0.866621
21.9849,0.8669,22.9195,195.8598,22,0.866622
22.1055,0.8669,22.9196,195.8643,22,0.866624
22.2261,0.8669,22.9197,195.8688,22,0.866625
22.3467,0.8669,22.9197,195.8732,22,0.866626
22.4673,0.8669,22.9198,195.8775,22,0.866628
22.5879,0.8669,22.9183,195.8072,23,0.866605
22.7085,0.8669,22.9184,195.8118,23,0.866607
22.8291,0.8669,22.9185,195.8164,23,0.866608
22.9497,0.8669,22.9186,195.8210,23,0.866610
23.0704,0.8669,22.9187,195.8255,23,0.866611
23.1910,0.8669,22.9188,195.8300,23,0.866613
23.3116,0.8669,22.9189,195.8344,23,0.866614
23.4322,0.8669,22.9190,195.8388,23,0.866615
23.5528,0.8669,22.9174,195.7683,24,0.866593
23.6734,0.8669,22.9175,195.7730,24,0.866595
23.7940,0.8669,22.9176,195.7776,24,0.866596
23.9146,0.8669,22.9177,195.7822,24,0.866597
24.0352,0.8669,22.9178,195.7867,24,0.866599
24.1558,0.8669,22.9179,195.7912,24,0.866600
24.2764,0.8669,22.9180,195.7956,24,0.866602
24.3970,0.8669,22.9181,195.8000,24,0.866603
24.5176,0.8669,22.9166,195.7295,25,0.866581
24.6382,0.8669,22.9167,195.7342,25,0.866582
24.7588,0.8669,22.9168,195.7388,25,0.866584
24.8794,0.8669,22.9169,195.7434,25,0.866585
25.0000,0.8669,22.9170,195.7480,25,0.866587
1.0000,0.8693,23.1105,204.6700,1,0.869335
1.1206,0.8693,23.1106,204.6743,1,0.869336
1.2412,0.8693,23.1107,204.6778,1,0.869337
1.3618,0.8693,23.1108,204.6806,1,0.869338
1.4824,0.8693,23.1108,204.6830,1,0.869339
1.6030,0.8693,23.1093,204.6101,2,0.869317
1.7236,0.8693,23.1094,204.6171,2,0.869319
1.8442,0.8693,23.1095,204.6232,2,0.869321
1.9648,0.8693,23.1097,204.6285,2,0.869322
2.0854,0.8693,23.1098,204.6332,2,0.869324
2.2060,0.8693,23.1099,204.6374,2,0.869325
2.3266,0.8693,23.1099,204.6412,2,0.869326
2.4472,0.8693,23.1100,204.6446,2,0.869327
2.5678,0.8693,23.1084,204.5697,3,0.869305
2.6884,0.8693,23.1085,204.5760,3,0.869307
2.8090,0.8693,23.1087,204.5818,3,0.869308
2.9296,0.8693,23.1088,204.5870,3,0.869310
3.0503,0.8693,23.1089,204.5919,3,0.869311
3.1709,0.8693,23.1090,204.5964,3,0.869313
3.2915,0.8693,23.1091,204.6006,3,0.869314
3.4121,0.8693,23.1092,204.6044,3,0.869315
3.5327,0.8693,23.1075,204.5287,4,0.869293
3.6533,0.8693,23.1077,204.5347,4,0.869294
3.7739,0.8693,23.1078,204.5403,4,0.869296
3.8945,0.8693,23.1079,204.5456,4,0.869298
4.0151,0.8693,23.1080,204.5505,4,0.869299
4.1357,0.8693,23.1081,204.5552,4,0.869301
4.2563,0.8693,23.1082,204.5595,4,0.869302
4.3769,0.8693,23.1083,204.5637,4,0.869303
4.4975,0.8693,23.1084,204.5676,4,0.869304
4.6181,0.8693,23.1068,204.4934,5,0.869282
4.7387,0.8693,23.1069,204.4989,5,0.869284
4.8593,0.8693,23.1070,204.5041,5,0.869285
4.9799,0.8693,23.1071,204.5091,5,0.869287
5.1005,0.8693,23.1072,204.5138,5,0.869288
5.2211,0.8693,23.1073,204.5184,5,0.869290
5.3417,0.8693,23.1074,204.5227,5,0.869291
5.4623,0.8693,23.1075,204.5268,5,0.869292
5.5829,0.8693,23.1059,204.4520,6,0.869270
5.7035,0.8693,23.1060,204.4574,6,0.869271
5.8241,0.8693,23.1061,204.4626,6,0.869273
5.9447,0.8693,23.1062,204.4677,6,0.869274
6.0653,0.8693,23.1063,204.4725,6,0.869276
6.1859,0.8693,23.1064,204.4771,6,0.869277
6.3065,0.8693,23.1065,204.4816,6,0.869279
6.4271,0.8693,23.1066,204.4858,6,0.869280
6.5477,0.8693,23.1050,204.4106,7,0.869257
6.6683,0.8693,23.1051,204.4160,7,0.869259
6.7889,0.8693,23.1053,204.4212,7,0.869260
6.9095,0.8693,23.1054,204.4262,7,0.869262
7.0302,0.8693,23.1055,204.4311,7,0.869263
7.1508,0.8693,23.1056,204.4358,7,0.869265
7.2714,0.8693,23.1057,204.4404,7,0.869266
7.3920,0.8693,23.1058,204.4447,7,0.869268
7.5126,0.8693,23.1042,204.3692,8,0.869245
7.6332,0.8693,23.1043,204.3746,8,0.869247
7.7538,0.8693,23.1044,204.3798,8,0.869248
7.8744,0.8693,23.1045,204.3848,8,0.869250
7.9950,0.8693,23.1046,204.3897,8,0.869251
8.1156,0.8693,23.1047,204.3945,8,0.869253
8.2362,0.8693,23.1048,204.3991,8,0.869254
8.3568,0.8693,23.1049,204.4036,8,0.869255
8.4774,0.8693,23.1050,204.4079,8,0.869257
8.5980,0.8693,23.1034,204.3332,9,0.869234
8.7186,0.8693,23.1035,204.3384,9,0.869236
8.8392,0.8693,23.1036,204.3434,9,0.869237
8.9598,0.8693,23.1037,204.3484,9,0.869239
9.0804,0.8693,23.1038,204.3532,9,0.869240
9.2010,0.8693,23.1039,204.3578,9,0.869242
9.3216,0.8693,23.1040,204.3624,9,0.869243
9.4422,0.8693,23.1041,204.3668,9,0.869244
9.5628,0.8693,23.1025,204.2918,10,0.869222
9.6834,0.8693,23.1026,204.2970,10,0.869223
9.8040,0.8693,23.1027,204.3020,10,0.869225
9.9246,0.8693,23.1028,204.3070,10,0.869226
10.0452,0.8693,23.1029,204.3118,10,0.869228
10.1658,0.8693,23.1030,204.3165,10,0.869229
10.2864,0.8693,23.1031,204.3211,10,0.869231
10.4070,0.8693,23.1032,204.3256,10,0.869232
10.5276,0.8693,23.1016,204.2504,11,0.869209
10.6482,0.8693,23.1017,204.2556,11,0.869211
10.7688,0.8693,23.1018,204.2606,11,0.869212
10.8894,0.8693,23.1020,204.2656,11,0.869214
11.0101,0.8693,23.1021,204.2705,11,0.869215
11.1307,0.8693,23.1022,204.2752,11,0.869217
11.2513,0.8693,23.1023,204.2799,11,0.869218
11.3719,0.8693,23.1024,204.2844,11,0.869220
11.4925,0.8693,23.1024,204.2889,11,0.869221
11.6131,0.8693,23.1009,204.2142,12,0.869199
11.7337,0.8693,23.1010,204.2193,12,0.869200
11.8543,0.8693,23.1011,204.2243,12,0.869202
11.9749,0.8693,23.1012,204.2291,12,0.869203
12.0955,0.8693,23.1013,204.2339,12,0.869204
12.2161,0.8693,23.1014,204.2386,12,0.869206
12.3367,0.8693,23.1015,204.2432,12,0.869207
12.4573,0.8693,23.1016,204.2477,12,0.869209
12.5779,0.8693,23.1000,204.1728,13,0.869186
12.6985,0.8693,23.1001,204.1779,13,0.869188
12.8191,0.8693,23.1002,204.1829,13,0.869189
12.9397,0.8693,23.1003,204.1878,13,0.869191
13.0603,0.8693,23.1004,204.1926,13,0.869192
13.1809,0.8693,23.1005,204.1974,13,0.869194
13.3015,0.8693,23.1006,204.2020,13,0.869195
13.4221,0.8693,23.1007,204.2066,13,0.869196
13.5427,0.8693,23.0991,204.1315,14,0.869174
13.6633,0.8693,23.0992,204.1366,14,0.869175
13.7839,0.8693,23.0993,204.1416,14,0.869177
13.9045,0.8693,23.0994,204.1465,14,0.869178
14.0251,0.8693,23.0995,204.1513,14,0.869180
14.1457,0.8693,23.0996,204.1561,14,0.869181
14.2663,0.8693,23.0997,204.1608,14,0.869183
14.3869,0.8693,23.0998,204.1654,14,0.869184
14.5075,0.8693,23.0982,204.0901,15,0.869161
14.6281,0.8693,23.0983,204.0952,15,0.869163
14.7487,0.8693,23.0984,204.1002,15,0.869164
14.8693,0.8693,23.0985,204.1052,15,0.869166
14.9899,0.8693,23.0986,204.1100,15,0.869167
15.1106,0.8693,23.0987,204.1148,15,0.869169
15.2312,0.8693,23.0988,204.1195,15,0.869170
15.3518,0.8693,23.0989,204.1241,15,0.869172
15.4724,0.8693,23.0990,204.1287,15,0.869173
15.5930,0.8693,23.0974,204.0539,16,0.869151
15.7136,0.8693,23.0976,204.0589,16,0.869152
15.8342,0.8693,23.0977,204.0639,16,0.869154
15.9548,0.8693,23.0978,204.0687,16,0.869155
16.0754,0.8693,23.0979,204.0735,16,0.869156
16.1960,0.8693,23.0980,204.0783,16,0.869158
16.3166,0.8693,23.0981,204.0829,16,0.869159
16.4372,0.8693,23.0982,204.0875,16,0.869161
16.5578,0.8693,23.0966,204.0126,17,0.869138
16.6784,0.8693,23.0967,204.0176,17,0.869140
16.7990,0.8693,23.0968,204.0226,17,0.869141
16.9196,0.8693,23.0969,204.0275,17,0.869143
17.0402,0.8693,23.0970,204.0323,17,0.869144
17.1608,0.8693,23.0971,204.0370,17,0.869146
17.2814,0.8693,23.0972,204.0417,17,0.869147
17.4020,0.8693,23.0973,204.0463,17,0.869148
17.5226,0.8693,23.0957,203.9713,18,0.869126
17.6432,0.8693,23.0958,203.9763,18,0.869127
17.7638,0.8693,23.0959,203.9813,18,0.869129
17.8844,0.8693,23.0960,203.9862,18,0.869130
18.0050,0.8693,23.0961,203.9910,18,0.869132
18.1256,0.8693,23.0962,203.9958,18,0.869133
18.2462,0.8693,23.0963,204.0005,18,0.869135
18.3668,0.8693,23.0964,204.0052,18,0.869136
18.4874,0.8693,23.0965,204.0097,18,0.869137
18.6080,0.8693,23.0949,203.9350,19,0.869115
18.7286,0.8693,23.0950,203.9400,19,0.869116
18.8492,0.8693,23.0951,203.9449,19,0.869118
18.9698,0.8693,23.0952,203.9498,19,0.869119
19.0905,0.8693,23.0953,203.9546,19,0.869121
19.2111,0.8693,23.0954,203.9593,19,0.869122
19.3317,0.8693,23.0955,203.9640,19,0.869124
19.4523,0.8693,23.0956,203.9686,19,0.869125
19.5729,0.8693,23.0940,203.8938,20,0.869103
19.6935,0.8693,23.0941,203.8988,20,0.869104
19.8141,0.8693,23.0943,203.9037,20,0.869106
19.9347,0.8693,23.0944,203.9085,20,0.869107
20.0553,0.8693,23.0945,203.9133,20,0.869108
20.1759,0.8693,23.0946,203.9181,20,0.869110
20.2965,0.8693,23.0947,203.9228,20,0.869111
20.4171,0.8693,23.0948,203.9274,20,0.869113
20.5377,0.8693,23.0932,203.8525,21,0.869090
20.6583,0.8693,23.0933,203.8575,21,0.869092
20.7789,0.8693,23.0934,203.8624,21,0.869093
20.8995,0.8693,23.0935,203.8673,21,0.869095
21.0201,0.8693,23.0936,203.8721,21,0.869096
21.1407,0.8693,23.0937,203.8769,21,0.869097
21.2613,0.8693,23.0938,203.8816,21,0.869099
21.3819,0.8693,23.0939,203.8863,21,0.869100
21.5025,0.8693,23.0923,203.8113,22,0.869078
21.6231,0.8693,23.0924,203.8163,22,0.869079
21.7437,0.8693,23.0925,203.8212,22,0.869081
21.8643,0.8693,23.0926,203.8261,22,0.869082
21.9849,0.8693,23.0927,203.8309,22,0.869084
22.1055,0.8693,23.0928,203.8357,22,0.869085
22.2261,0.8693,23.0929,203.8404,22,0.869087
22.3467,0.8693,23.0930,203.8451,22,0.869088
22.4673,0.8693,23.0931,203.8497,22,0.869089
22.5879,0.8693,23.0915,203.7750,23,0.869067
22.7085,0.8693,23.0916,203.7800,23,0.869068
22.8291,0.8693,23.0917,203.7849,23,0.869070
22.9497,0.8693,23.0918,203.7897,23,0.869071
23.0704,0.8693,23.0919,203.7945,23,0.869073
23.1910,0.8693,23.0920,203.7993,23,0.869074
23.3116,0.8693,23.0921,203.8040,23,0.869076
23.4322,0.8693,23.0922,203.8086,23,0.869077
23.5528,0.8693,23.0906,203.7338,24,0.869055
23.6734,0.8693,23.0907,203.7388,24,0.869056
23.7940,0.8693,23.0908,203.7437,24,0.869058
23.9146,0.8693,23.0909,203.7485,24,0.869059
24.0352,0.8693,23.0910,203.7533,24,0.869060
24.1558,0.8693,23.0911,203.7581,24,0.869062
24.2764,0.8693,23.0912,203.7628,24,0.869063
24.3970,0.8693,23.0913,203.7675,24,0.869065
24.5176,0.8693,23.0898,203.6926,25,0.869042
24.6382,0.8693,23.0899,203.6976,25,0.869044
24.7588,0.8693,23.0900,203.7025,25,0.869045
24.8794,0.8693,23.0901,203.7073,25,0.869047
25.0000,0.8693,23.0902,203.7122,25,0.869048
1.0000,0.8718,23.2872,213.1678,1,0.871797
1.1206,0.8718,23.2873,213.1724,1,0.871798
1.2412,0.8718,23.2874,213.1761,1,0.871799
1.3618,0.8718,23.2874,213.1791,1,0.871800
1.4824,0.8718,23.2875,213.1816,1,0.871801
1.6030,0.8718,23.2859,213.1041,2,0.871779
1.7236,0.8718,23.2861,213.1116,2,0.871781
